0.000000000000000000e+00,3.703286399999999645e+01,4.085797500000000326e+01,4.363543700000000314e+01,4.585712000000000188e+01,4.766300999999999988e+01,4.992481599999999986e+01,5.312885700000000355e+01,5.723172799999999683e+01,6.464731600000000356e+01
0.000000000000000000e+00,8.833011000000000834e+00,1.047052599999999956e+01,1.233062299999999922e+01,1.262379499999999943e+01,1.333233500000000049e+01,1.447968799999999945e+01,1.616088900000000095e+01,1.889070999999999856e+01,2.408067899999999995e+01
0.000000000000000000e+00,2.726904100000000142e+01,3.146636600000000072e+01,3.500092000000000070e+01,3.684875000000000256e+01,3.863665799999999706e+01,4.079896500000000259e+01,4.374503700000000350e+01,4.834454999999999814e+01,5.785978699999999719e+01
0.000000000000000000e+00,4.746197000000000088e+01,5.480682999999999794e+01,6.238053500000000184e+01,6.744517500000000609e+01,7.268265999999999849e+01,7.809247600000000489e+01,8.508798000000000172e+01,9.454447999999999297e+01,1.102016600000000039e+02
0.000000000000000000e+00,8.615530400000000100e+01,9.961708000000000141e+01,1.111776200000000046e+02,1.198364799999999946e+02,1.292364200000000096e+02,1.394131299999999953e+02,1.518963999999999999e+02,1.654666699999999935e+02,1.872409700000000043e+02
0.000000000000000000e+00,1.209308099999999939e+02,1.447049000000000092e+02,1.653719600000000014e+02,1.825506100000000060e+02,1.996146999999999991e+02,2.185283200000000079e+02,2.414135100000000023e+02,2.650675699999999892e+02,3.028834800000000200e+02
0.000000000000000000e+00,1.556392999999999915e+02,1.879991100000000017e+02,2.199791700000000105e+02,2.470887899999999888e+02,2.709419300000000135e+02,2.981740399999999909e+02,3.291753199999999993e+02,3.614572999999999752e+02,4.134888599999999883e+02
0.000000000000000000e+00,2.377887699999999995e+02,2.675058300000000031e+02,2.975606999999999971e+02,3.201827700000000050e+02,3.401480700000000184e+02,3.630698199999999929e+02,3.860359000000000265e+02,4.096886999999999830e+02,4.455960999999999785e+02
0.000000000000000000e+00,3.017808499999999867e+02,3.244303300000000263e+02,3.501165199999999800e+02,3.684390599999999836e+02,3.835190699999999993e+02,4.009494000000000256e+02,4.174680999999999926e+02,4.385212700000000154e+02,4.673544999999999732e+02
0.000000000000000000e+00,2.919694799999999759e+02,3.143625200000000177e+02,3.367469800000000077e+02,3.544638699999999858e+02,3.691693000000000211e+02,3.861309499999999844e+02,4.041428999999999974e+02,4.262914999999999850e+02,4.592691699999999742e+02
0.000000000000000000e+00,2.357516500000000121e+02,2.559080700000000093e+02,2.705963699999999790e+02,2.836745000000000232e+02,2.951594200000000114e+02,3.084947000000000230e+02,3.242052299999999718e+02,3.411831999999999994e+02,3.699122600000000034e+02
0.000000000000000000e+00,1.445595199999999920e+02,1.580344200000000114e+02,1.694582699999999988e+02,1.788859099999999955e+02,1.866415700000000015e+02,1.959574000000000069e+02,2.073016700000000014e+02,2.209834600000000080e+02,2.431560499999999934e+02
0.000000000000000000e+00,6.580039999999999623e+01,6.975093999999999994e+01,7.224069000000000074e+01,7.443179999999999552e+01,7.636526999999999532e+01,7.902303000000000566e+01,8.217715499999999906e+01,8.561754000000000531e+01,9.288294999999999391e+01
0.000000000000000000e+00,2.772371899999999911e+01,3.103046399999999849e+01,3.375721699999999714e+01,3.514274199999999837e+01,3.671399699999999910e+01,3.856891999999999854e+01,4.106504400000000032e+01,4.454857299999999753e+01,5.046526999999999674e+01
0.000000000000000000e+00,1.004677350000000047e+02,1.067644599999999997e+02,1.125601999999999947e+02,1.175653400000000062e+02,1.209011299999999949e+02,1.251676499999999947e+02,1.304121600000000001e+02,1.374174500000000023e+02,1.506025799999999890e+02
0.000000000000000000e+00,1.921466800000000035e+02,2.037014800000000037e+02,2.150873300000000086e+02,2.222192799999999977e+02,2.298247499999999945e+02,2.386602599999999939e+02,2.467197600000000079e+02,2.568329200000000014e+02,2.709575800000000072e+02
0.000000000000000000e+00,2.963872400000000198e+02,3.067756299999999783e+02,3.181045500000000175e+02,3.245106999999999857e+02,3.322416000000000054e+02,3.417567399999999793e+02,3.479168000000000234e+02,3.556651299999999765e+02,3.655803199999999720e+02
0.000000000000000000e+00,3.533423999999999978e+02,3.671192599999999970e+02,3.808831000000000131e+02,3.905438500000000204e+02,3.994440999999999917e+02,4.103464999999999918e+02,4.187982799999999770e+02,4.293383799999999724e+02,4.451219199999999887e+02
0.000000000000000000e+00,3.640244400000000269e+02,3.809301800000000071e+02,3.978313299999999799e+02,4.101177400000000262e+02,4.208700999999999794e+02,4.335368700000000217e+02,4.444251699999999801e+02,4.578021200000000022e+02,4.776750999999999863e+02
0.000000000000000000e+00,3.540384999999999991e+02,3.709572400000000130e+02,3.883228799999999978e+02,4.010768699999999853e+02,4.115625000000000000e+02,4.240041200000000003e+02,4.351003400000000170e+02,4.495120000000000005e+02,4.706039400000000228e+02
0.000000000000000000e+00,3.242404199999999719e+02,3.414186000000000263e+02,3.587001999999999953e+02,3.714907799999999725e+02,3.821101400000000012e+02,3.946118799999999851e+02,4.061100200000000200e+02,4.207658400000000256e+02,4.424167199999999980e+02
0.000000000000000000e+00,2.757989200000000096e+02,2.927612300000000118e+02,3.093058500000000208e+02,3.205630800000000136e+02,3.314392700000000218e+02,3.437887600000000248e+02,3.554503199999999765e+02,3.700949400000000082e+02,3.904495200000000068e+02
0.000000000000000000e+00,1.855812200000000018e+02,2.033754000000000133e+02,2.199478599999999915e+02,2.322457899999999995e+02,2.435281999999999982e+02,2.561639000000000124e+02,2.706799300000000130e+02,2.889590999999999781e+02,3.153646200000000022e+02
0.000000000000000000e+00,1.092083740000000063e+02,1.227357250000000022e+02,1.326411899999999946e+02,1.412797400000000039e+02,1.487945100000000025e+02,1.576894399999999905e+02,1.691396200000000078e+02,1.817210800000000006e+02,2.033853000000000009e+02
0.000000000000000000e+00,4.656107699999999738e+01,5.104919999999999902e+01,5.445913300000000135e+01,5.670453599999999739e+01,5.876762399999999786e+01,6.106442599999999743e+01,6.450369000000000597e+01,6.866019400000000417e+01,7.581000500000000386e+01
0.000000000000000000e+00,2.410779000000000138e+01,2.744171000000000049e+01,3.036779200000000145e+01,3.186324499999999915e+01,3.346735000000000326e+01,3.539433999999999969e+01,3.817106199999999916e+01,4.197215299999999871e+01,4.939401999999999759e+01
0.000000000000000000e+00,1.020031100000000066e+02,1.072030939999999930e+02,1.119502939999999995e+02,1.155897599999999983e+02,1.184162139999999965e+02,1.221420399999999944e+02,1.260335599999999943e+02,1.311828899999999862e+02,1.409850600000000043e+02
0.000000000000000000e+00,2.028330799999999954e+02,2.122504900000000134e+02,2.210084200000000010e+02,2.271482100000000059e+02,2.327975999999999885e+02,2.395586099999999874e+02,2.455655500000000018e+02,2.532955599999999947e+02,2.657463000000000193e+02
0.000000000000000000e+00,3.061601999999999748e+02,3.145296299999999974e+02,3.236347000000000094e+02,3.289977999999999838e+02,3.349890700000000265e+02,3.424098999999999933e+02,3.465351600000000190e+02,3.523956000000000017e+02,3.606322599999999738e+02
0.000000000000000000e+00,3.467788699999999835e+02,3.606606800000000135e+02,3.753990499999999884e+02,3.855052800000000275e+02,3.942588499999999954e+02,4.050707699999999818e+02,4.134971300000000269e+02,4.251065399999999954e+02,4.414759000000000242e+02
0.000000000000000000e+00,3.513920299999999770e+02,3.687796299999999974e+02,3.868761600000000271e+02,4.001931799999999839e+02,4.109657599999999888e+02,4.238110399999999913e+02,4.354512599999999907e+02,4.507679699999999912e+02,4.728882399999999961e+02
0.000000000000000000e+00,3.635766600000000039e+02,3.800969200000000114e+02,4.000143699999999853e+02,4.128957199999999830e+02,4.237821999999999889e+02,4.365946000000000140e+02,4.470255999999999972e+02,4.629279500000000098e+02,4.825876499999999965e+02
0.000000000000000000e+00,3.334634699999999725e+02,3.527029699999999934e+02,3.737371499999999855e+02,3.881738300000000095e+02,4.004554999999999723e+02,4.148781999999999925e+02,4.274547400000000152e+02,4.437996800000000235e+02,4.659657599999999888e+02
0.000000000000000000e+00,2.823867500000000064e+02,2.993860199999999736e+02,3.156723999999999819e+02,3.285710799999999949e+02,3.385142799999999852e+02,3.504776600000000144e+02,3.626503999999999905e+02,3.779410399999999868e+02,4.017122499999999832e+02
0.000000000000000000e+00,2.009501999999999953e+02,2.155827500000000043e+02,2.304491099999999904e+02,2.404646899999999903e+02,2.494268199999999922e+02,2.596689999999999827e+02,2.701972000000000094e+02,2.845692000000000235e+02,3.042032199999999875e+02
0.000000000000000000e+00,1.140900039999999933e+02,1.267290200000000056e+02,1.368417800000000000e+02,1.449333499999999901e+02,1.519756299999999953e+02,1.602481500000000096e+02,1.704720299999999895e+02,1.823693199999999877e+02,2.017794600000000003e+02
0.000000000000000000e+00,4.750557700000000239e+01,5.277483999999999753e+01,5.691745999999999839e+01,5.956411399999999645e+01,6.199952300000000349e+01,6.454053500000000554e+01,6.846825400000000172e+01,7.333265000000000100e+01,8.149544000000000210e+01
0.000000000000000000e+00,2.867085600000000056e+01,3.001334999999999908e+01,3.143492900000000034e+01,3.164469700000000074e+01,3.207453499999999735e+01,3.329693600000000231e+01,3.460896999999999935e+01,3.636632999999999782e+01,4.003236799999999818e+01
0.000000000000000000e+00,9.801606999999999914e+01,1.025313799999999986e+02,1.070160450000000054e+02,1.096127400000000023e+02,1.121100160000000017e+02,1.153617250000000070e+02,1.185701499999999982e+02,1.221513999999999953e+02,1.290303299999999922e+02
0.000000000000000000e+00,2.149200700000000097e+02,2.187257799999999861e+02,2.212679699999999912e+02,2.216937700000000007e+02,2.243235300000000052e+02,2.278818499999999858e+02,2.279715400000000045e+02,2.265932599999999866e+02,2.267396999999999991e+02
0.000000000000000000e+00,3.068039200000000051e+02,3.148344700000000103e+02,3.210684499999999844e+02,3.257830000000000155e+02,3.304033200000000079e+02,3.367302999999999997e+02,3.402260400000000118e+02,3.436313000000000102e+02,3.517074000000000069e+02
0.000000000000000000e+00,3.692827500000000214e+02,3.815862700000000132e+02,3.940747000000000071e+02,4.032181400000000053e+02,4.105068699999999922e+02,4.197595200000000091e+02,4.263967000000000098e+02,4.356839600000000132e+02,4.504374000000000251e+02
0.000000000000000000e+00,3.980384199999999737e+02,4.117977300000000014e+02,4.284311000000000149e+02,4.397643699999999853e+02,4.488300500000000284e+02,4.599594000000000165e+02,4.681915300000000002e+02,4.812791000000000281e+02,4.988147999999999911e+02
0.000000000000000000e+00,4.127921000000000049e+02,4.259035000000000082e+02,4.415102499999999850e+02,4.519070399999999950e+02,4.606197000000000230e+02,4.714806500000000256e+02,4.788122999999999934e+02,4.902521399999999971e+02,5.056425500000000284e+02
0.000000000000000000e+00,3.696055000000000064e+02,3.862256199999999922e+02,4.041704399999999850e+02,4.165737599999999929e+02,4.271575599999999895e+02,4.397659600000000069e+02,4.499344500000000266e+02,4.638163499999999999e+02,4.830390300000000252e+02
0.000000000000000000e+00,3.049990000000000236e+02,3.224907799999999725e+02,3.390522000000000276e+02,3.520435800000000199e+02,3.623863000000000056e+02,3.747364499999999907e+02,3.869153400000000147e+02,4.021533200000000079e+02,4.256659000000000219e+02
0.000000000000000000e+00,2.177955300000000136e+02,2.341049299999999960e+02,2.504244799999999884e+02,2.617304399999999873e+02,2.717631999999999834e+02,2.832296000000000049e+02,2.950996999999999844e+02,3.108873600000000010e+02,3.326644999999999754e+02
0.000000000000000000e+00,1.253466600000000000e+02,1.375613299999999981e+02,1.473388199999999983e+02,1.552842100000000016e+02,1.620537699999999859e+02,1.702237399999999923e+02,1.800867200000000139e+02,1.915212699999999870e+02,2.103809400000000096e+02
0.000000000000000000e+00,4.639723000000000042e+01,5.178408000000000300e+01,5.564981499999999670e+01,5.817213999999999885e+01,6.060302999999999685e+01,6.322083299999999895e+01,6.716107999999999834e+01,7.183097999999999672e+01,7.985490000000000066e+01
0.000000000000000000e+00,1.624218400000000173e+01,1.782006600000000063e+01,1.932774399999999915e+01,1.957462299999999900e+01,2.007509599999999850e+01,2.107362600000000086e+01,2.277526299999999893e+01,2.498887600000000120e+01,2.948900599999999983e+01
0.000000000000000000e+00,6.319754999999999967e+01,6.767735000000000412e+01,7.232044999999999391e+01,7.451457999999999515e+01,7.720046000000000674e+01,8.026854000000000156e+01,8.356524000000000285e+01,8.777013399999999876e+01,9.420163999999999760e+01
0.000000000000000000e+00,1.369194599999999866e+02,1.459995900000000120e+02,1.530675699999999892e+02,1.578900800000000118e+02,1.626479500000000087e+02,1.685807599999999979e+02,1.743444800000000043e+02,1.801036400000000128e+02,1.907703700000000140e+02
0.000000000000000000e+00,2.478117499999999893e+02,2.538926199999999938e+02,2.605042399999999816e+02,2.636994000000000256e+02,2.678200699999999870e+02,2.731486499999999751e+02,2.752127699999999777e+02,2.783641700000000014e+02,2.831405300000000125e+02
0.000000000000000000e+00,3.114024699999999939e+02,3.225332300000000032e+02,3.337804600000000050e+02,3.411587200000000166e+02,3.478892999999999915e+02,3.565376600000000167e+02,3.625280000000000200e+02,3.709580700000000206e+02,3.831515999999999735e+02
0.000000000000000000e+00,3.477787200000000212e+02,3.634929200000000264e+02,3.819508700000000090e+02,3.936587799999999788e+02,4.036426700000000096e+02,4.156210300000000188e+02,4.251382399999999961e+02,4.399321600000000103e+02,4.581519799999999805e+02
0.000000000000000000e+00,3.655515700000000265e+02,3.805067700000000173e+02,3.965092500000000086e+02,4.080330200000000218e+02,4.172533000000000243e+02,4.285626199999999812e+02,4.379239799999999718e+02,4.509272799999999961e+02,4.697677600000000098e+02
0.000000000000000000e+00,3.286638800000000060e+02,3.482766700000000242e+02,3.667698700000000258e+02,3.819917599999999993e+02,3.934905999999999722e+02,4.075084499999999821e+02,4.212418999999999869e+02,4.369369800000000055e+02,4.627471300000000269e+02
0.000000000000000000e+00,2.690930999999999926e+02,2.879337199999999939e+02,3.044207999999999856e+02,3.187710599999999772e+02,3.296931500000000028e+02,3.429236799999999903e+02,3.574810200000000009e+02,3.738719500000000266e+02,4.015144999999999982e+02
0.000000000000000000e+00,1.784461000000000013e+02,1.957786900000000117e+02,2.118884099999999933e+02,2.248334999999999866e+02,2.350903199999999913e+02,2.471291799999999910e+02,2.611299000000000206e+02,2.782223799999999869e+02,3.047954399999999850e+02
