"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|NL","Generation - Solar  [MW] Intraday / BZN|NL","Generation - Solar  [MW] Current / BZN|NL","Generation - Wind Offshore  [MW] Day Ahead/ BZN|NL","Generation - Wind Offshore  [MW] Intraday / BZN|NL","Generation - Wind Offshore  [MW] Current / BZN|NL","Generation - Wind Onshore  [MW] Day Ahead/ BZN|NL","Generation - Wind Onshore  [MW] Intraday / BZN|NL","Generation - Wind Onshore  [MW] Current / BZN|NL"
"24.06.2022 06:00 - 24.06.2022 06:15","14","14","n/e","14","14","n/e","74","74","n/e"
"24.06.2022 06:15 - 24.06.2022 06:30","55","55","n/e","16","16","n/e","70","70","n/e"
"24.06.2022 06:30 - 24.06.2022 06:45","98","98","n/e","17","17","n/e","64","64","n/e"
"24.06.2022 06:45 - 24.06.2022 07:00","144","144","n/e","18","18","n/e","61","61","n/e"
"24.06.2022 07:00 - 24.06.2022 07:15","185","185","n/e","20","20","n/e","56","56","n/e"
"24.06.2022 07:15 - 24.06.2022 07:30","240","240","n/e","23","23","n/e","55","55","n/e"
"24.06.2022 07:30 - 24.06.2022 07:45","296","296","n/e","27","27","n/e","54","54","n/e"
"24.06.2022 07:45 - 24.06.2022 08:00","351","351","n/e","31","31","n/e","52","52","n/e"
"24.06.2022 08:00 - 24.06.2022 08:15","405","405","n/e","36","36","n/e","53","53","n/e"
"24.06.2022 08:15 - 24.06.2022 08:30","449","449","n/e","37","37","n/e","52","52","n/e"
"24.06.2022 08:30 - 24.06.2022 08:45","493","493","n/e","34","34","n/e","49","49","n/e"
"24.06.2022 08:45 - 24.06.2022 09:00","539","539","n/e","32","32","n/e","46","46","n/e"
"24.06.2022 09:00 - 24.06.2022 09:15","582","582","n/e","30","30","n/e","42","42","n/e"
"24.06.2022 09:15 - 24.06.2022 09:30","644","644","n/e","28","28","n/e","41","41","n/e"
"24.06.2022 09:30 - 24.06.2022 09:45","709","709","n/e","26","26","n/e","39","39","n/e"
"24.06.2022 09:45 - 24.06.2022 10:00","770","770","n/e","24","24","n/e","40","40","n/e"
"24.06.2022 10:00 - 24.06.2022 10:15","833","833","n/e","22","22","n/e","39","39","n/e"
"24.06.2022 10:15 - 24.06.2022 10:30","894","894","n/e","21","21","n/e","39","39","n/e"
"24.06.2022 10:30 - 24.06.2022 10:45","955","955","n/e","20","20","n/e","40","40","n/e"
"24.06.2022 10:45 - 24.06.2022 11:00","1016","1016","n/e","19","19","n/e","40","40","n/e"
"24.06.2022 11:00 - 24.06.2022 11:15","1079","1079","n/e","18","18","n/e","41","41","n/e"
"24.06.2022 11:15 - 24.06.2022 11:30","1340","1340","n/e","18","18","n/e","42","42","n/e"
"24.06.2022 11:30 - 24.06.2022 11:45","1602","1602","n/e","18","18","n/e","43","43","n/e"
"24.06.2022 11:45 - 24.06.2022 12:00","1866","1866","n/e","19","19","n/e","45","45","n/e"
"24.06.2022 12:00 - 24.06.2022 12:15","2131","2131","n/e","19","19","n/e","46","46","n/e"
"24.06.2022 12:15 - 24.06.2022 12:30","2189","2189","n/e","20","20","n/e","48","48","n/e"
"24.06.2022 12:30 - 24.06.2022 12:45","2247","2247","n/e","20","20","n/e","52","52","n/e"
"24.06.2022 12:45 - 24.06.2022 13:00","2308","2308","n/e","21","21","n/e","54","54","n/e"
"24.06.2022 13:00 - 24.06.2022 13:15","2368","2368","n/e","21","21","n/e","58","58","n/e"
"24.06.2022 13:15 - 24.06.2022 13:30","2394","2394","n/e","22","22","n/e","62","62","n/e"
"24.06.2022 13:30 - 24.06.2022 13:45","2419","2419","n/e","22","22","n/e","68","68","n/e"
"24.06.2022 13:45 - 24.06.2022 14:00","2446","2446","n/e","22","22","n/e","73","73","n/e"
"24.06.2022 14:00 - 24.06.2022 14:15","2472","2472","n/e","23","23","n/e","81","81","n/e"
"24.06.2022 14:15 - 24.06.2022 14:30","2650","2650","n/e","23","23","n/e","81","81","n/e"
"24.06.2022 14:30 - 24.06.2022 14:45","2828","2828","n/e","23","23","n/e","77","77","n/e"
"24.06.2022 14:45 - 24.06.2022 15:00","3006","3006","n/e","23","23","n/e","73","73","n/e"
"24.06.2022 15:00 - 24.06.2022 15:15","3185","3185","n/e","23","23","n/e","68","68","n/e"
"24.06.2022 15:15 - 24.06.2022 15:30","3124","3124","n/e","25","25","n/e","68","68","n/e"
"24.06.2022 15:30 - 24.06.2022 15:45","3064","3064","n/e","29","29","n/e","68","68","n/e"
"24.06.2022 15:45 - 24.06.2022 16:00","3002","3002","n/e","34","34","n/e","66","66","n/e"
"24.06.2022 16:00 - 24.06.2022 16:15","2940","2940","n/e","38","38","n/e","65","65","n/e"
"24.06.2022 16:15 - 24.06.2022 16:30","2839","2839","n/e","44","44","n/e","68","68","n/e"
"24.06.2022 16:30 - 24.06.2022 16:45","2737","2737","n/e","52","52","n/e","70","70","n/e"
"24.06.2022 16:45 - 24.06.2022 17:00","2634","2634","n/e","60","60","n/e","70","70","n/e"
"24.06.2022 17:00 - 24.06.2022 17:15","2534","2534","n/e","68","68","n/e","73","73","n/e"
"24.06.2022 17:15 - 24.06.2022 17:30","2465","2465","n/e","66","66","n/e","70","70","n/e"
"24.06.2022 17:30 - 24.06.2022 17:45","2398","2398","n/e","55","55","n/e","61","61","n/e"
"24.06.2022 17:45 - 24.06.2022 18:00","2330","2330","n/e","44","44","n/e","51","51","n/e"
"24.06.2022 18:00 - 24.06.2022 18:15","2259","2259","n/e","33","33","n/e","42","42","n/e"
"24.06.2022 18:15 - 24.06.2022 18:30","2097","2097","n/e","26","26","n/e","37","37","n/e"
"24.06.2022 18:30 - 24.06.2022 18:45","1931","1931","n/e","23","23","n/e","37","37","n/e"
"24.06.2022 18:45 - 24.06.2022 19:00","1767","1767","n/e","19","19","n/e","36","36","n/e"
"24.06.2022 19:00 - 24.06.2022 19:15","1600","1600","n/e","16","16","n/e","35","35","n/e"
"24.06.2022 19:15 - 24.06.2022 19:30","1450","1450","n/e","14","14","n/e","38","38","n/e"
"24.06.2022 19:30 - 24.06.2022 19:45","1301","1301","n/e","14","14","n/e","41","41","n/e"
"24.06.2022 19:45 - 24.06.2022 20:00","1149","1149","n/e","13","13","n/e","46","46","n/e"
"24.06.2022 20:00 - 24.06.2022 20:15","997","997","n/e","13","13","n/e","52","52","n/e"
"24.06.2022 20:15 - 24.06.2022 20:30","876","876","n/e","16","16","n/e","55","55","n/e"
"24.06.2022 20:30 - 24.06.2022 20:45","754","754","n/e","21","21","n/e","60","60","n/e"
"24.06.2022 20:45 - 24.06.2022 21:00","633","633","n/e","27","27","n/e","64","64","n/e"
"24.06.2022 21:00 - 24.06.2022 21:15","512","512","n/e","32","32","n/e","70","70","n/e"
"24.06.2022 21:15 - 24.06.2022 21:30","405","405","n/e","44","44","n/e","78","78","n/e"
"24.06.2022 21:30 - 24.06.2022 21:45","295","295","n/e","63","63","n/e","92","92","n/e"
"24.06.2022 21:45 - 24.06.2022 22:00","186","186","n/e","82","82","n/e","108","108","n/e"
"24.06.2022 22:00 - 24.06.2022 22:15","78","78","n/e","101","101","n/e","123","123","n/e"
"24.06.2022 22:15 - 24.06.2022 22:30","59","59","n/e","120","120","n/e","147","147","n/e"
"24.06.2022 22:30 - 24.06.2022 22:45","38","38","n/e","138","138","n/e","174","174","n/e"
"24.06.2022 22:45 - 24.06.2022 23:00","19","19","n/e","157","157","n/e","202","202","n/e"
"24.06.2022 23:00 - 24.06.2022 23:15","0","0","n/e","176","176","n/e","231","231","n/e"
"24.06.2022 23:15 - 24.06.2022 23:30","0","0","n/e","191","191","n/e","250","250","n/e"
"24.06.2022 23:30 - 24.06.2022 23:45","0","0","n/e","201","201","n/e","263","263","n/e"
"24.06.2022 23:45 - 25.06.2022 00:00","0","0","n/e","212","212","n/e","276","276","n/e"
"25.06.2022 00:00 - 25.06.2022 00:15","0","0","n/e","331","331","n/e","822","822","n/e"
"25.06.2022 00:15 - 25.06.2022 00:30","0","0","n/e","351","351","n/e","853","853","n/e"
"25.06.2022 00:30 - 25.06.2022 00:45","0","0","n/e","373","373","n/e","887","887","n/e"
"25.06.2022 00:45 - 25.06.2022 01:00","0","0","n/e","395","395","n/e","924","924","n/e"
"25.06.2022 01:00 - 25.06.2022 01:15","0","0","n/e","417","417","n/e","957","957","n/e"
"25.06.2022 01:15 - 25.06.2022 01:30","0","0","n/e","444","444","n/e","991","991","n/e"
"25.06.2022 01:30 - 25.06.2022 01:45","0","0","n/e","478","478","n/e","1022","1022","n/e"
"25.06.2022 01:45 - 25.06.2022 02:00","0","0","n/e","511","511","n/e","1050","1050","n/e"
"25.06.2022 02:00 - 25.06.2022 02:15","0","0","n/e","544","544","n/e","1082","1082","n/e"
"25.06.2022 02:15 - 25.06.2022 02:30","0","0","n/e","565","565","n/e","1108","1108","n/e"
"25.06.2022 02:30 - 25.06.2022 02:45","0","0","n/e","573","573","n/e","1126","1126","n/e"
"25.06.2022 02:45 - 25.06.2022 03:00","0","0","n/e","581","581","n/e","1145","1145","n/e"
"25.06.2022 03:00 - 25.06.2022 03:15","0","0","n/e","589","589","n/e","1165","1165","n/e"
"25.06.2022 03:15 - 25.06.2022 03:30","0","0","n/e","596","596","n/e","1185","1185","n/e"
"25.06.2022 03:30 - 25.06.2022 03:45","0","0","n/e","602","602","n/e","1202","1202","n/e"
"25.06.2022 03:45 - 25.06.2022 04:00","0","0","n/e","608","608","n/e","1218","1218","n/e"
"25.06.2022 04:00 - 25.06.2022 04:15","0","0","n/e","613","613","n/e","1235","1235","n/e"
"25.06.2022 04:15 - 25.06.2022 04:30","0","0","n/e","620","620","n/e","1252","1252","n/e"
"25.06.2022 04:30 - 25.06.2022 04:45","0","0","n/e","626","626","n/e","1270","1270","n/e"
"25.06.2022 04:45 - 25.06.2022 05:00","0","0","n/e","632","632","n/e","1287","1287","n/e"
"25.06.2022 05:00 - 25.06.2022 05:15","0","0","n/e","639","639","n/e","1304","1304","n/e"
"25.06.2022 05:15 - 25.06.2022 05:30","9","9","n/e","638","638","n/e","1297","1297","n/e"
"25.06.2022 05:30 - 25.06.2022 05:45","17","17","n/e","629","629","n/e","1274","1274","n/e"
"25.06.2022 05:45 - 25.06.2022 06:00","26","26","n/e","620","620","n/e","1251","1251","n/e"
"25.06.2022 06:00 - 25.06.2022 06:15","32","32","n/e","612","612","n/e","1226","1226","n/e"
"25.06.2022 06:15 - 25.06.2022 06:30","141","141","n/e","604","604","n/e","1201","1201","n/e"
"25.06.2022 06:30 - 25.06.2022 06:45","250","250","n/e","597","597","n/e","1176","1176","n/e"
"25.06.2022 06:45 - 25.06.2022 07:00","358","358","n/e","590","590","n/e","1152","1152","n/e"
"25.06.2022 07:00 - 25.06.2022 07:15","464","464","n/e","584","584","n/e","1128","1128","n/e"
"25.06.2022 07:15 - 25.06.2022 07:30","597","597","n/e","578","578","n/e","1104","1104","n/e"
"25.06.2022 07:30 - 25.06.2022 07:45","731","731","n/e","573","573","n/e","1082","1082","n/e"
"25.06.2022 07:45 - 25.06.2022 08:00","863","863","n/e","568","568","n/e","1059","1059","n/e"
"25.06.2022 08:00 - 25.06.2022 08:15","996","996","n/e","563","563","n/e","1038","1038","n/e"
"25.06.2022 08:15 - 25.06.2022 08:30","1207","1207","n/e","550","550","n/e","1012","1012","n/e"
"25.06.2022 08:30 - 25.06.2022 08:45","1422","1422","n/e","531","531","n/e","987","987","n/e"
"25.06.2022 08:45 - 25.06.2022 09:00","1633","1633","n/e","512","512","n/e","961","961","n/e"
"25.06.2022 09:00 - 25.06.2022 09:15","1848","1848","n/e","492","492","n/e","933","933","n/e"
"25.06.2022 09:15 - 25.06.2022 09:30","2078","2078","n/e","476","476","n/e","913","913","n/e"
"25.06.2022 09:30 - 25.06.2022 09:45","2306","2306","n/e","464","464","n/e","900","900","n/e"
"25.06.2022 09:45 - 25.06.2022 10:00","2535","2535","n/e","452","452","n/e","886","886","n/e"
"25.06.2022 10:00 - 25.06.2022 10:15","2765","2765","n/e","440","440","n/e","873","873","n/e"
"25.06.2022 10:15 - 25.06.2022 10:30","2983","2983","n/e","428","428","n/e","865","865","n/e"
"25.06.2022 10:30 - 25.06.2022 10:45","3205","3205","n/e","415","415","n/e","860","860","n/e"
"25.06.2022 10:45 - 25.06.2022 11:00","3423","3423","n/e","402","402","n/e","855","855","n/e"
"25.06.2022 11:00 - 25.06.2022 11:15","3645","3645","n/e","390","390","n/e","847","847","n/e"
"25.06.2022 11:15 - 25.06.2022 11:30","3759","3759","n/e","370","370","n/e","820","820","n/e"
"25.06.2022 11:30 - 25.06.2022 11:45","3874","3874","n/e","344","344","n/e","771","771","n/e"
"25.06.2022 11:45 - 25.06.2022 12:00","3991","3991","n/e","318","318","n/e","722","722","n/e"
"25.06.2022 12:00 - 25.06.2022 12:15","4104","4104","n/e","292","292","n/e","670","670","n/e"
"25.06.2022 12:15 - 25.06.2022 12:30","4218","4218","n/e","268","268","n/e","630","630","n/e"
"25.06.2022 12:30 - 25.06.2022 12:45","4329","4329","n/e","247","247","n/e","597","597","n/e"
"25.06.2022 12:45 - 25.06.2022 13:00","4441","4441","n/e","226","226","n/e","564","564","n/e"
"25.06.2022 13:00 - 25.06.2022 13:15","4555","4555","n/e","205","205","n/e","531","531","n/e"
"25.06.2022 13:15 - 25.06.2022 13:30","4601","4601","n/e","188","188","n/e","501","501","n/e"
"25.06.2022 13:30 - 25.06.2022 13:45","4650","4650","n/e","175","175","n/e","476","476","n/e"
"25.06.2022 13:45 - 25.06.2022 14:00","4697","4697","n/e","162","162","n/e","450","450","n/e"
"25.06.2022 14:00 - 25.06.2022 14:15","4745","4745","n/e","149","149","n/e","424","424","n/e"
"25.06.2022 14:15 - 25.06.2022 14:30","4486","4486","n/e","138","138","n/e","397","397","n/e"
"25.06.2022 14:30 - 25.06.2022 14:45","4226","4226","n/e","128","128","n/e","373","373","n/e"
"25.06.2022 14:45 - 25.06.2022 15:00","3966","3966","n/e","118","118","n/e","350","350","n/e"
"25.06.2022 15:00 - 25.06.2022 15:15","3708","3708","n/e","108","108","n/e","328","328","n/e"
"25.06.2022 15:15 - 25.06.2022 15:30","3636","3636","n/e","99","99","n/e","304","304","n/e"
"25.06.2022 15:30 - 25.06.2022 15:45","3565","3565","n/e","91","91","n/e","283","283","n/e"
"25.06.2022 15:45 - 25.06.2022 16:00","3491","3491","n/e","84","84","n/e","264","264","n/e"
"25.06.2022 16:00 - 25.06.2022 16:15","3422","3422","n/e","76","76","n/e","244","244","n/e"
"25.06.2022 16:15 - 25.06.2022 16:30","3301","3301","n/e","72","72","n/e","229","229","n/e"
"25.06.2022 16:30 - 25.06.2022 16:45","3182","3182","n/e","70","70","n/e","221","221","n/e"
"25.06.2022 16:45 - 25.06.2022 17:00","3066","3066","n/e","69","69","n/e","216","216","n/e"
"25.06.2022 17:00 - 25.06.2022 17:15","2946","2946","n/e","67","67","n/e","208","208","n/e"
"25.06.2022 17:15 - 25.06.2022 17:30","2684","2684","n/e","64","64","n/e","194","194","n/e"
"25.06.2022 17:30 - 25.06.2022 17:45","2424","2424","n/e","58","58","n/e","173","173","n/e"
"25.06.2022 17:45 - 25.06.2022 18:00","2162","2162","n/e","53","53","n/e","149","149","n/e"
"25.06.2022 18:00 - 25.06.2022 18:15","1904","1904","n/e","48","48","n/e","128","128","n/e"
"25.06.2022 18:15 - 25.06.2022 18:30","1766","1766","n/e","47","47","n/e","110","110","n/e"
"25.06.2022 18:30 - 25.06.2022 18:45","1631","1631","n/e","50","50","n/e","106","106","n/e"
"25.06.2022 18:45 - 25.06.2022 19:00","1494","1494","n/e","53","53","n/e","101","101","n/e"
"25.06.2022 19:00 - 25.06.2022 19:15","1356","1356","n/e","56","56","n/e","97","97","n/e"
"25.06.2022 19:15 - 25.06.2022 19:30","1229","1229","n/e","61","61","n/e","97","97","n/e"
"25.06.2022 19:30 - 25.06.2022 19:45","1103","1103","n/e","69","69","n/e","107","107","n/e"
"25.06.2022 19:45 - 25.06.2022 20:00","977","977","n/e","77","77","n/e","116","116","n/e"
"25.06.2022 20:00 - 25.06.2022 20:15","851","851","n/e","85","85","n/e","126","126","n/e"
"25.06.2022 20:15 - 25.06.2022 20:30","734","734","n/e","93","93","n/e","146","146","n/e"
"25.06.2022 20:30 - 25.06.2022 20:45","617","617","n/e","102","102","n/e","175","175","n/e"
"25.06.2022 20:45 - 25.06.2022 21:00","502","502","n/e","112","112","n/e","204","204","n/e"
"25.06.2022 21:00 - 25.06.2022 21:15","386","386","n/e","121","121","n/e","233","233","n/e"
"25.06.2022 21:15 - 25.06.2022 21:30","303","303","n/e","130","130","n/e","273","273","n/e"
"25.06.2022 21:30 - 25.06.2022 21:45","219","219","n/e","140","140","n/e","323","323","n/e"
"25.06.2022 21:45 - 25.06.2022 22:00","136","136","n/e","150","150","n/e","376","376","n/e"
"25.06.2022 22:00 - 25.06.2022 22:15","55","55","n/e","159","159","n/e","426","426","n/e"
"25.06.2022 22:15 - 25.06.2022 22:30","41","41","n/e","167","167","n/e","486","486","n/e"
"25.06.2022 22:30 - 25.06.2022 22:45","28","28","n/e","174","174","n/e","553","553","n/e"
"25.06.2022 22:45 - 25.06.2022 23:00","13","13","n/e","181","181","n/e","622","622","n/e"
"25.06.2022 23:00 - 25.06.2022 23:15","0","0","n/e","188","188","n/e","691","691","n/e"
"25.06.2022 23:15 - 25.06.2022 23:30","0","0","n/e","198","198","n/e","731","731","n/e"
"25.06.2022 23:30 - 25.06.2022 23:45","0","0","n/e","213","213","n/e","745","745","n/e"
"25.06.2022 23:45 - 26.06.2022 00:00","0","0","n/e","227","227","n/e","757","757","n/e"
"26.06.2022 00:00 - 26.06.2022 00:15","0","0","n/e","168","168","n/e","421","421","n/e"
"26.06.2022 00:15 - 26.06.2022 00:30","0","0","n/e","176","176","n/e","445","445","n/e"
"26.06.2022 00:30 - 26.06.2022 00:45","0","0","n/e","189","189","n/e","476","476","n/e"
"26.06.2022 00:45 - 26.06.2022 01:00","0","0","n/e","202","202","n/e","508","508","n/e"
"26.06.2022 01:00 - 26.06.2022 01:15","0","0","n/e","215","215","n/e","538","538","n/e"
"26.06.2022 01:15 - 26.06.2022 01:30","0","0","n/e","227","227","n/e","578","578","n/e"
"26.06.2022 01:30 - 26.06.2022 01:45","0","0","n/e","238","238","n/e","630","630","n/e"
"26.06.2022 01:45 - 26.06.2022 02:00","0","0","n/e","249","249","n/e","681","681","n/e"
"26.06.2022 02:00 - 26.06.2022 02:15","0","0","n/e","260","260","n/e","729","729","n/e"
"26.06.2022 02:15 - 26.06.2022 02:30","0","0","n/e","276","276","n/e","790","790","n/e"
"26.06.2022 02:30 - 26.06.2022 02:45","0","0","n/e","296","296","n/e","861","861","n/e"
"26.06.2022 02:45 - 26.06.2022 03:00","0","0","n/e","316","316","n/e","932","932","n/e"
"26.06.2022 03:00 - 26.06.2022 03:15","0","0","n/e","337","337","n/e","1004","1004","n/e"
"26.06.2022 03:15 - 26.06.2022 03:30","0","0","n/e","366","366","n/e","1083","1083","n/e"
"26.06.2022 03:30 - 26.06.2022 03:45","0","0","n/e","406","406","n/e","1167","1167","n/e"
"26.06.2022 03:45 - 26.06.2022 04:00","0","0","n/e","445","445","n/e","1249","1249","n/e"
"26.06.2022 04:00 - 26.06.2022 04:15","0","0","n/e","484","484","n/e","1334","1334","n/e"
"26.06.2022 04:15 - 26.06.2022 04:30","0","0","n/e","524","524","n/e","1425","1425","n/e"
"26.06.2022 04:30 - 26.06.2022 04:45","0","0","n/e","565","565","n/e","1520","1520","n/e"
"26.06.2022 04:45 - 26.06.2022 05:00","0","0","n/e","605","605","n/e","1617","1617","n/e"
"26.06.2022 05:00 - 26.06.2022 05:15","0","0","n/e","646","646","n/e","1714","1714","n/e"
"26.06.2022 05:15 - 26.06.2022 05:30","6","6","n/e","654","654","n/e","1714","1714","n/e"
"26.06.2022 05:30 - 26.06.2022 05:45","17","17","n/e","630","630","n/e","1623","1623","n/e"
"26.06.2022 05:45 - 26.06.2022 06:00","23","23","n/e","607","607","n/e","1532","1532","n/e"
"26.06.2022 06:00 - 26.06.2022 06:15","33","33","n/e","583","583","n/e","1438","1438","n/e"
"26.06.2022 06:15 - 26.06.2022 06:30","155","155","n/e","561","561","n/e","1349","1349","n/e"
"26.06.2022 06:30 - 26.06.2022 06:45","275","275","n/e","540","540","n/e","1266","1266","n/e"
"26.06.2022 06:45 - 26.06.2022 07:00","393","393","n/e","519","519","n/e","1186","1186","n/e"
"26.06.2022 07:00 - 26.06.2022 07:15","513","513","n/e","498","498","n/e","1106","1106","n/e"
"26.06.2022 07:15 - 26.06.2022 07:30","656","656","n/e","479","479","n/e","1031","1031","n/e"
"26.06.2022 07:30 - 26.06.2022 07:45","803","803","n/e","461","461","n/e","966","966","n/e"
"26.06.2022 07:45 - 26.06.2022 08:00","944","944","n/e","444","444","n/e","901","901","n/e"
"26.06.2022 08:00 - 26.06.2022 08:15","1088","1088","n/e","426","426","n/e","836","836","n/e"
"26.06.2022 08:15 - 26.06.2022 08:30","1325","1325","n/e","410","410","n/e","785","785","n/e"
"26.06.2022 08:30 - 26.06.2022 08:45","1564","1564","n/e","395","395","n/e","750","750","n/e"
"26.06.2022 08:45 - 26.06.2022 09:00","1803","1803","n/e","380","380","n/e","712","712","n/e"
"26.06.2022 09:00 - 26.06.2022 09:15","2041","2041","n/e","365","365","n/e","676","676","n/e"
"26.06.2022 09:15 - 26.06.2022 09:30","2301","2301","n/e","350","350","n/e","643","643","n/e"
"26.06.2022 09:30 - 26.06.2022 09:45","2560","2560","n/e","336","336","n/e","615","615","n/e"
"26.06.2022 09:45 - 26.06.2022 10:00","2822","2822","n/e","321","321","n/e","589","589","n/e"
"26.06.2022 10:00 - 26.06.2022 10:15","3084","3084","n/e","306","306","n/e","563","563","n/e"
"26.06.2022 10:15 - 26.06.2022 10:30","3333","3333","n/e","293","293","n/e","540","540","n/e"
"26.06.2022 10:30 - 26.06.2022 10:45","3587","3587","n/e","283","283","n/e","519","519","n/e"
"26.06.2022 10:45 - 26.06.2022 11:00","3839","3839","n/e","272","272","n/e","498","498","n/e"
"26.06.2022 11:00 - 26.06.2022 11:15","4088","4088","n/e","262","262","n/e","479","479","n/e"
"26.06.2022 11:15 - 26.06.2022 11:30","4069","4069","n/e","263","263","n/e","474","474","n/e"
"26.06.2022 11:30 - 26.06.2022 11:45","4050","4050","n/e","277","277","n/e","486","486","n/e"
"26.06.2022 11:45 - 26.06.2022 12:00","4029","4029","n/e","290","290","n/e","497","497","n/e"
"26.06.2022 12:00 - 26.06.2022 12:15","4010","4010","n/e","304","304","n/e","507","507","n/e"
"26.06.2022 12:15 - 26.06.2022 12:30","4118","4118","n/e","316","316","n/e","519","519","n/e"
"26.06.2022 12:30 - 26.06.2022 12:45","4229","4229","n/e","326","326","n/e","535","535","n/e"
"26.06.2022 12:45 - 26.06.2022 13:00","4342","4342","n/e","337","337","n/e","550","550","n/e"
"26.06.2022 13:00 - 26.06.2022 13:15","4454","4454","n/e","347","347","n/e","566","566","n/e"
"26.06.2022 13:15 - 26.06.2022 13:30","4502","4502","n/e","357","357","n/e","582","582","n/e"
"26.06.2022 13:30 - 26.06.2022 13:45","4549","4549","n/e","366","366","n/e","599","599","n/e"
"26.06.2022 13:45 - 26.06.2022 14:00","4593","4593","n/e","376","376","n/e","616","616","n/e"
"26.06.2022 14:00 - 26.06.2022 14:15","4641","4641","n/e","385","385","n/e","634","634","n/e"
"26.06.2022 14:15 - 26.06.2022 14:30","4631","4631","n/e","381","381","n/e","643","643","n/e"
"26.06.2022 14:30 - 26.06.2022 14:45","4617","4617","n/e","362","362","n/e","645","645","n/e"
"26.06.2022 14:45 - 26.06.2022 15:00","4607","4607","n/e","343","343","n/e","650","650","n/e"
"26.06.2022 15:00 - 26.06.2022 15:15","4595","4595","n/e","324","324","n/e","653","653","n/e"
"26.06.2022 15:15 - 26.06.2022 15:30","4508","4508","n/e","305","305","n/e","655","655","n/e"
"26.06.2022 15:30 - 26.06.2022 15:45","4419","4419","n/e","285","285","n/e","663","663","n/e"
"26.06.2022 15:45 - 26.06.2022 16:00","4332","4332","n/e","266","266","n/e","667","667","n/e"
"26.06.2022 16:00 - 26.06.2022 16:15","4244","4244","n/e","247","247","n/e","672","672","n/e"
"26.06.2022 16:15 - 26.06.2022 16:30","4100","4100","n/e","231","231","n/e","679","679","n/e"
"26.06.2022 16:30 - 26.06.2022 16:45","3954","3954","n/e","219","219","n/e","686","686","n/e"
"26.06.2022 16:45 - 26.06.2022 17:00","3805","3805","n/e","207","207","n/e","692","692","n/e"
"26.06.2022 17:00 - 26.06.2022 17:15","3659","3659","n/e","194","194","n/e","700","700","n/e"
"26.06.2022 17:15 - 26.06.2022 17:30","3399","3399","n/e","181","181","n/e","670","670","n/e"
"26.06.2022 17:30 - 26.06.2022 17:45","3138","3138","n/e","167","167","n/e","601","601","n/e"
"26.06.2022 17:45 - 26.06.2022 18:00","2875","2875","n/e","153","153","n/e","535","535","n/e"
"26.06.2022 18:00 - 26.06.2022 18:15","2614","2614","n/e","139","139","n/e","469","469","n/e"
"26.06.2022 18:15 - 26.06.2022 18:30","2419","2419","n/e","126","126","n/e","410","410","n/e"
"26.06.2022 18:30 - 26.06.2022 18:45","2228","2228","n/e","112","112","n/e","360","360","n/e"
"26.06.2022 18:45 - 26.06.2022 19:00","2032","2032","n/e","99","99","n/e","310","310","n/e"
"26.06.2022 19:00 - 26.06.2022 19:15","1840","1840","n/e","86","86","n/e","261","261","n/e"
"26.06.2022 19:15 - 26.06.2022 19:30","1663","1663","n/e","75","75","n/e","223","223","n/e"
"26.06.2022 19:30 - 26.06.2022 19:45","1488","1488","n/e","66","66","n/e","192","192","n/e"
"26.06.2022 19:45 - 26.06.2022 20:00","1310","1310","n/e","58","58","n/e","163","163","n/e"
"26.06.2022 20:00 - 26.06.2022 20:15","1132","1132","n/e","49","49","n/e","132","132","n/e"
"26.06.2022 20:15 - 26.06.2022 20:30","967","967","n/e","47","47","n/e","115","115","n/e"
"26.06.2022 20:30 - 26.06.2022 20:45","797","797","n/e","52","52","n/e","110","110","n/e"
"26.06.2022 20:45 - 26.06.2022 21:00","633","633","n/e","57","57","n/e","105","105","n/e"
"26.06.2022 21:00 - 26.06.2022 21:15","464","464","n/e","62","62","n/e","99","99","n/e"
"26.06.2022 21:15 - 26.06.2022 21:30","364","364","n/e","67","67","n/e","102","102","n/e"
"26.06.2022 21:30 - 26.06.2022 21:45","265","265","n/e","73","73","n/e","112","112","n/e"
"26.06.2022 21:45 - 26.06.2022 22:00","165","165","n/e","80","80","n/e","124","124","n/e"
"26.06.2022 22:00 - 26.06.2022 22:15","67","67","n/e","86","86","n/e","133","133","n/e"
"26.06.2022 22:15 - 26.06.2022 22:30","49","49","n/e","92","92","n/e","153","153","n/e"
"26.06.2022 22:30 - 26.06.2022 22:45","33","33","n/e","99","99","n/e","179","179","n/e"
"26.06.2022 22:45 - 26.06.2022 23:00","17","17","n/e","106","106","n/e","206","206","n/e"
"26.06.2022 23:00 - 26.06.2022 23:15","0","0","n/e","113","113","n/e","234","234","n/e"
"26.06.2022 23:15 - 26.06.2022 23:30","0","0","n/e","115","115","n/e","245","245","n/e"
"26.06.2022 23:30 - 26.06.2022 23:45","0","0","n/e","112","112","n/e","239","239","n/e"
"26.06.2022 23:45 - 27.06.2022 00:00","0","0","n/e","109","109","n/e","233","233","n/e"
"27.06.2022 00:00 - 27.06.2022 00:15","0","0","n/e","163","163","n/e","212","212","n/e"
"27.06.2022 00:15 - 27.06.2022 00:30","0","0","n/e","164","164","n/e","206","206","n/e"
"27.06.2022 00:30 - 27.06.2022 00:45","0","0","n/e","164","164","n/e","203","203","n/e"
