"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|NL","Generation - Solar  [MW] Intraday / BZN|NL","Generation - Solar  [MW] Current / BZN|NL","Generation - Wind Offshore  [MW] Day Ahead/ BZN|NL","Generation - Wind Offshore  [MW] Intraday / BZN|NL","Generation - Wind Offshore  [MW] Current / BZN|NL","Generation - Wind Onshore  [MW] Day Ahead/ BZN|NL","Generation - Wind Onshore  [MW] Intraday / BZN|NL","Generation - Wind Onshore  [MW] Current / BZN|NL"
"14.08.2023 16:30 - 14.08.2023 16:45","4560","4560","n/e","402","402","n/e","783","783","n/e"
"14.08.2023 16:45 - 14.08.2023 17:00","4365","4365","n/e","398","398","n/e","764","764","n/e"
"14.08.2023 17:00 - 14.08.2023 17:15","4177","4177","n/e","394","394","n/e","744","744","n/e"
"14.08.2023 17:15 - 14.08.2023 17:30","4065","4065","n/e","388","388","n/e","699","699","n/e"
"14.08.2023 17:30 - 14.08.2023 17:45","3955","3955","n/e","380","380","n/e","627","627","n/e"
"14.08.2023 17:45 - 14.08.2023 18:00","3845","3845","n/e","372","372","n/e","554","554","n/e"
"14.08.2023 18:00 - 14.08.2023 18:15","3735","3735","n/e","365","365","n/e","480","480","n/e"
"14.08.2023 18:15 - 14.08.2023 18:30","3399","3399","n/e","358","358","n/e","424","424","n/e"
"14.08.2023 18:30 - 14.08.2023 18:45","3063","3063","n/e","352","352","n/e","383","383","n/e"
"14.08.2023 18:45 - 14.08.2023 19:00","2727","2727","n/e","346","346","n/e","340","340","n/e"
"14.08.2023 19:00 - 14.08.2023 19:15","2393","2393","n/e","340","340","n/e","298","298","n/e"
"14.08.2023 19:15 - 14.08.2023 19:30","2082","2082","n/e","335","335","n/e","265","265","n/e"
"14.08.2023 19:30 - 14.08.2023 19:45","1774","1774","n/e","331","331","n/e","243","243","n/e"
"14.08.2023 19:45 - 14.08.2023 20:00","1462","1462","n/e","326","326","n/e","217","217","n/e"
"14.08.2023 20:00 - 14.08.2023 20:15","1152","1152","n/e","322","322","n/e","195","195","n/e"
"14.08.2023 20:15 - 14.08.2023 20:30","888","888","n/e","319","319","n/e","193","193","n/e"
"14.08.2023 20:30 - 14.08.2023 20:45","622","622","n/e","317","317","n/e","208","208","n/e"
"14.08.2023 20:45 - 14.08.2023 21:00","356","356","n/e","315","315","n/e","226","226","n/e"
"14.08.2023 21:00 - 14.08.2023 21:15","90","90","n/e","313","313","n/e","244","244","n/e"
"14.08.2023 21:15 - 14.08.2023 21:30","70","70","n/e","314","314","n/e","273","273","n/e"
"14.08.2023 21:30 - 14.08.2023 21:45","45","45","n/e","318","318","n/e","312","312","n/e"
"14.08.2023 21:45 - 14.08.2023 22:00","24","24","n/e","322","322","n/e","352","352","n/e"
"14.08.2023 22:00 - 14.08.2023 22:15","0","0","n/e","326","326","n/e","390","390","n/e"
"14.08.2023 22:15 - 14.08.2023 22:30","0","0","n/e","337","337","n/e","448","448","n/e"
"14.08.2023 22:30 - 14.08.2023 22:45","0","0","n/e","355","355","n/e","524","524","n/e"
"14.08.2023 22:45 - 14.08.2023 23:00","0","0","n/e","373","373","n/e","598","598","n/e"
"14.08.2023 23:00 - 14.08.2023 23:15","0","0","n/e","392","392","n/e","675","675","n/e"
"14.08.2023 23:15 - 14.08.2023 23:30","0","0","n/e","403","403","n/e","716","716","n/e"
"14.08.2023 23:30 - 14.08.2023 23:45","0","0","n/e","407","407","n/e","724","724","n/e"
"14.08.2023 23:45 - 15.08.2023 00:00","0","0","n/e","411","411","n/e","732","732","n/e"
"15.08.2023 00:00 - 15.08.2023 00:15","0","0","n/e","219","219","n/e","682","682","n/e"
"15.08.2023 00:15 - 15.08.2023 00:30","0","0","n/e","229","229","n/e","676","676","n/e"
"15.08.2023 00:30 - 15.08.2023 00:45","0","0","n/e","241","241","n/e","669","669","n/e"
"15.08.2023 00:45 - 15.08.2023 01:00","0","0","n/e","253","253","n/e","665","665","n/e"
"15.08.2023 01:00 - 15.08.2023 01:15","0","0","n/e","265","265","n/e","656","656","n/e"
"15.08.2023 01:15 - 15.08.2023 01:30","0","0","n/e","274","274","n/e","654","654","n/e"
"15.08.2023 01:30 - 15.08.2023 01:45","0","0","n/e","280","280","n/e","651","651","n/e"
"15.08.2023 01:45 - 15.08.2023 02:00","0","0","n/e","285","285","n/e","651","651","n/e"
"15.08.2023 02:00 - 15.08.2023 02:15","0","0","n/e","291","291","n/e","645","645","n/e"
"15.08.2023 02:15 - 15.08.2023 02:30","0","0","n/e","301","301","n/e","643","643","n/e"
"15.08.2023 02:30 - 15.08.2023 02:45","0","0","n/e","315","315","n/e","644","644","n/e"
"15.08.2023 02:45 - 15.08.2023 03:00","0","0","n/e","329","329","n/e","645","645","n/e"
"15.08.2023 03:00 - 15.08.2023 03:15","0","0","n/e","343","343","n/e","643","643","n/e"
"15.08.2023 03:15 - 15.08.2023 03:30","0","0","n/e","358","358","n/e","646","646","n/e"
"15.08.2023 03:30 - 15.08.2023 03:45","0","0","n/e","374","374","n/e","651","651","n/e"
"15.08.2023 03:45 - 15.08.2023 04:00","0","0","n/e","389","389","n/e","654","654","n/e"
"15.08.2023 04:00 - 15.08.2023 04:15","0","0","n/e","405","405","n/e","660","660","n/e"
"15.08.2023 04:15 - 15.08.2023 04:30","0","0","n/e","428","428","n/e","667","667","n/e"
"15.08.2023 04:30 - 15.08.2023 04:45","0","0","n/e","458","458","n/e","673","673","n/e"
"15.08.2023 04:45 - 15.08.2023 05:00","0","0","n/e","489","489","n/e","678","678","n/e"
"15.08.2023 05:00 - 15.08.2023 05:15","0","0","n/e","520","520","n/e","685","685","n/e"
"15.08.2023 05:15 - 15.08.2023 05:30","0","0","n/e","545","545","n/e","706","706","n/e"
"15.08.2023 05:30 - 15.08.2023 05:45","0","0","n/e","565","565","n/e","739","739","n/e"
"15.08.2023 05:45 - 15.08.2023 06:00","0","0","n/e","585","585","n/e","770","770","n/e"
"15.08.2023 06:00 - 15.08.2023 06:15","0","0","n/e","605","605","n/e","803","803","n/e"
"15.08.2023 06:15 - 15.08.2023 06:30","6","6","n/e","622","622","n/e","838","838","n/e"
"15.08.2023 06:30 - 15.08.2023 06:45","15","15","n/e","638","638","n/e","876","876","n/e"
"15.08.2023 06:45 - 15.08.2023 07:00","22","22","n/e","653","653","n/e","913","913","n/e"
"15.08.2023 07:00 - 15.08.2023 07:15","31","31","n/e","668","668","n/e","950","950","n/e"
"15.08.2023 07:15 - 15.08.2023 07:30","186","186","n/e","682","682","n/e","986","986","n/e"
"15.08.2023 07:30 - 15.08.2023 07:45","339","339","n/e","694","694","n/e","1020","1020","n/e"
"15.08.2023 07:45 - 15.08.2023 08:00","495","495","n/e","706","706","n/e","1058","1058","n/e"
"15.08.2023 08:00 - 15.08.2023 08:15","652","652","n/e","718","718","n/e","1094","1094","n/e"
"15.08.2023 08:15 - 15.08.2023 08:30","930","930","n/e","720","720","n/e","1115","1115","n/e"
"15.08.2023 08:30 - 15.08.2023 08:45","1210","1210","n/e","712","712","n/e","1120","1120","n/e"
"15.08.2023 08:45 - 15.08.2023 09:00","1489","1489","n/e","704","704","n/e","1126","1126","n/e"
"15.08.2023 09:00 - 15.08.2023 09:15","1772","1772","n/e","696","696","n/e","1131","1131","n/e"
"15.08.2023 09:15 - 15.08.2023 09:30","2100","2100","n/e","685","685","n/e","1141","1141","n/e"
"15.08.2023 09:30 - 15.08.2023 09:45","2430","2430","n/e","673","673","n/e","1157","1157","n/e"
"15.08.2023 09:45 - 15.08.2023 10:00","2759","2759","n/e","660","660","n/e","1171","1171","n/e"
"15.08.2023 10:00 - 15.08.2023 10:15","3086","3086","n/e","647","647","n/e","1188","1188","n/e"
"15.08.2023 10:15 - 15.08.2023 10:30","3393","3393","n/e","638","638","n/e","1208","1208","n/e"
"15.08.2023 10:30 - 15.08.2023 10:45","3696","3696","n/e","632","632","n/e","1229","1229","n/e"
"15.08.2023 10:45 - 15.08.2023 11:00","4000","4000","n/e","626","626","n/e","1253","1253","n/e"
"15.08.2023 11:00 - 15.08.2023 11:15","4305","4305","n/e","620","620","n/e","1273","1273","n/e"
"15.08.2023 11:15 - 15.08.2023 11:30","4553","4553","n/e","614","614","n/e","1288","1288","n/e"
"15.08.2023 11:30 - 15.08.2023 11:45","4798","4798","n/e","608","608","n/e","1289","1289","n/e"
"15.08.2023 11:45 - 15.08.2023 12:00","5043","5043","n/e","602","602","n/e","1290","1290","n/e"
"15.08.2023 12:00 - 15.08.2023 12:15","5291","5291","n/e","595","595","n/e","1294","1294","n/e"
"15.08.2023 12:15 - 15.08.2023 12:30","5456","5456","n/e","590","590","n/e","1300","1300","n/e"
"15.08.2023 12:30 - 15.08.2023 12:45","5622","5622","n/e","587","587","n/e","1310","1310","n/e"
"15.08.2023 12:45 - 15.08.2023 13:00","5788","5788","n/e","583","583","n/e","1318","1318","n/e"
"15.08.2023 13:00 - 15.08.2023 13:15","5953","5953","n/e","579","579","n/e","1327","1327","n/e"
"15.08.2023 13:15 - 15.08.2023 13:30","6025","6025","n/e","574","574","n/e","1338","1338","n/e"
"15.08.2023 13:30 - 15.08.2023 13:45","6095","6095","n/e","569","569","n/e","1346","1346","n/e"
"15.08.2023 13:45 - 15.08.2023 14:00","6165","6165","n/e","564","564","n/e","1356","1356","n/e"
"15.08.2023 14:00 - 15.08.2023 14:15","6236","6236","n/e","559","559","n/e","1364","1364","n/e"
"15.08.2023 14:15 - 15.08.2023 14:30","6388","6388","n/e","546","546","n/e","1354","1354","n/e"
"15.08.2023 14:30 - 15.08.2023 14:45","6542","6542","n/e","525","525","n/e","1328","1328","n/e"
"15.08.2023 14:45 - 15.08.2023 15:00","6696","6696","n/e","503","503","n/e","1299","1299","n/e"
"15.08.2023 15:00 - 15.08.2023 15:15","6848","6848","n/e","482","482","n/e","1272","1272","n/e"
"15.08.2023 15:15 - 15.08.2023 15:30","6706","6706","n/e","463","463","n/e","1244","1244","n/e"
"15.08.2023 15:30 - 15.08.2023 15:45","6564","6564","n/e","447","447","n/e","1220","1220","n/e"
"15.08.2023 15:45 - 15.08.2023 16:00","6422","6422","n/e","431","431","n/e","1197","1197","n/e"
"15.08.2023 16:00 - 15.08.2023 16:15","6282","6282","n/e","415","415","n/e","1170","1170","n/e"
"15.08.2023 16:15 - 15.08.2023 16:30","6040","6040","n/e","404","404","n/e","1148","1148","n/e"
"15.08.2023 16:30 - 15.08.2023 16:45","5799","5799","n/e","397","397","n/e","1124","1124","n/e"
"15.08.2023 16:45 - 15.08.2023 17:00","5561","5561","n/e","390","390","n/e","1097","1097","n/e"
"15.08.2023 17:00 - 15.08.2023 17:15","5323","5323","n/e","383","383","n/e","1076","1076","n/e"
"15.08.2023 17:15 - 15.08.2023 17:30","5076","5076","n/e","370","370","n/e","1018","1018","n/e"
"15.08.2023 17:30 - 15.08.2023 17:45","4832","4832","n/e","349","349","n/e","925","925","n/e"
"15.08.2023 17:45 - 15.08.2023 18:00","4585","4585","n/e","328","328","n/e","833","833","n/e"
"15.08.2023 18:00 - 15.08.2023 18:15","4340","4340","n/e","307","307","n/e","743","743","n/e"
"15.08.2023 18:15 - 15.08.2023 18:30","3943","3943","n/e","279","279","n/e","663","663","n/e"
"15.08.2023 18:30 - 15.08.2023 18:45","3548","3548","n/e","244","244","n/e","592","592","n/e"
"15.08.2023 18:45 - 15.08.2023 19:00","3152","3152","n/e","210","210","n/e","523","523","n/e"
"15.08.2023 19:00 - 15.08.2023 19:15","2755","2755","n/e","175","175","n/e","452","452","n/e"
"15.08.2023 19:15 - 15.08.2023 19:30","2388","2388","n/e","146","146","n/e","392","392","n/e"
"15.08.2023 19:30 - 15.08.2023 19:45","2015","2015","n/e","121","121","n/e","343","343","n/e"
"15.08.2023 19:45 - 15.08.2023 20:00","1643","1643","n/e","96","96","n/e","293","293","n/e"
"15.08.2023 20:00 - 15.08.2023 20:15","1272","1272","n/e","72","72","n/e","244","244","n/e"
"15.08.2023 20:15 - 15.08.2023 20:30","976","976","n/e","57","57","n/e","205","205","n/e"
"15.08.2023 20:30 - 15.08.2023 20:45","678","678","n/e","52","52","n/e","178","178","n/e"
"15.08.2023 20:45 - 15.08.2023 21:00","384","384","n/e","47","47","n/e","149","149","n/e"
"15.08.2023 21:00 - 15.08.2023 21:15","85","85","n/e","43","43","n/e","118","118","n/e"
"15.08.2023 21:15 - 15.08.2023 21:30","66","66","n/e","39","39","n/e","97","97","n/e"
"15.08.2023 21:30 - 15.08.2023 21:45","42","42","n/e","35","35","n/e","84","84","n/e"
"15.08.2023 21:45 - 15.08.2023 22:00","23","23","n/e","32","32","n/e","72","72","n/e"
"15.08.2023 22:00 - 15.08.2023 22:15","0","0","n/e","29","29","n/e","58","58","n/e"
"15.08.2023 22:15 - 15.08.2023 22:30","0","0","n/e","27","27","n/e","50","50","n/e"
"15.08.2023 22:30 - 15.08.2023 22:45","0","0","n/e","25","25","n/e","48","48","n/e"
"15.08.2023 22:45 - 15.08.2023 23:00","0","0","n/e","24","24","n/e","44","44","n/e"
"15.08.2023 23:00 - 15.08.2023 23:15","0","0","n/e","22","22","n/e","41","41","n/e"
"15.08.2023 23:15 - 15.08.2023 23:30","0","0","n/e","21","21","n/e","40","40","n/e"
"15.08.2023 23:30 - 15.08.2023 23:45","0","0","n/e","20","20","n/e","40","40","n/e"
"15.08.2023 23:45 - 16.08.2023 00:00","0","0","n/e","19","19","n/e","39","39","n/e"
"16.08.2023 00:00 - 16.08.2023 00:15","0","0","n/e","36","36","n/e","101","101","n/e"
"16.08.2023 00:15 - 16.08.2023 00:30","0","0","n/e","38","38","n/e","109","109","n/e"
"16.08.2023 00:30 - 16.08.2023 00:45","0","0","n/e","41","41","n/e","118","118","n/e"
"16.08.2023 00:45 - 16.08.2023 01:00","0","0","n/e","44","44","n/e","129","129","n/e"
"16.08.2023 01:00 - 16.08.2023 01:15","0","0","n/e","47","47","n/e","138","138","n/e"
"16.08.2023 01:15 - 16.08.2023 01:30","0","0","n/e","50","50","n/e","149","149","n/e"
"16.08.2023 01:30 - 16.08.2023 01:45","0","0","n/e","51","51","n/e","164","164","n/e"
"16.08.2023 01:45 - 16.08.2023 02:00","0","0","n/e","53","53","n/e","177","177","n/e"
"16.08.2023 02:00 - 16.08.2023 02:15","0","0","n/e","55","55","n/e","192","192","n/e"
"16.08.2023 02:15 - 16.08.2023 02:30","0","0","n/e","53","53","n/e","185","185","n/e"
"16.08.2023 02:30 - 16.08.2023 02:45","0","0","n/e","49","49","n/e","158","158","n/e"
"16.08.2023 02:45 - 16.08.2023 03:00","0","0","n/e","45","45","n/e","131","131","n/e"
"16.08.2023 03:00 - 16.08.2023 03:15","0","0","n/e","41","41","n/e","106","106","n/e"
"16.08.2023 03:15 - 16.08.2023 03:30","0","0","n/e","37","37","n/e","86","86","n/e"
"16.08.2023 03:30 - 16.08.2023 03:45","0","0","n/e","33","33","n/e","73","73","n/e"
"16.08.2023 03:45 - 16.08.2023 04:00","0","0","n/e","29","29","n/e","58","58","n/e"
"16.08.2023 04:00 - 16.08.2023 04:15","0","0","n/e","25","25","n/e","45","45","n/e"
"16.08.2023 04:15 - 16.08.2023 04:30","0","0","n/e","22","22","n/e","37","37","n/e"
"16.08.2023 04:30 - 16.08.2023 04:45","0","0","n/e","21","21","n/e","35","35","n/e"
"16.08.2023 04:45 - 16.08.2023 05:00","0","0","n/e","19","19","n/e","32","32","n/e"
"16.08.2023 05:00 - 16.08.2023 05:15","0","0","n/e","17","17","n/e","31","31","n/e"
"16.08.2023 05:15 - 16.08.2023 05:30","0","0","n/e","16","16","n/e","29","29","n/e"
"16.08.2023 05:30 - 16.08.2023 05:45","0","0","n/e","16","16","n/e","29","29","n/e"
"16.08.2023 05:45 - 16.08.2023 06:00","0","0","n/e","15","15","n/e","30","30","n/e"
"16.08.2023 06:00 - 16.08.2023 06:15","0","0","n/e","15","15","n/e","29","29","n/e"
"16.08.2023 06:15 - 16.08.2023 06:30","6","6","n/e","15","15","n/e","31","31","n/e"
"16.08.2023 06:30 - 16.08.2023 06:45","15","15","n/e","15","15","n/e","31","31","n/e"
"16.08.2023 06:45 - 16.08.2023 07:00","21","21","n/e","14","14","n/e","31","31","n/e"
"16.08.2023 07:00 - 16.08.2023 07:15","27","27","n/e","14","14","n/e","31","31","n/e"
"16.08.2023 07:15 - 16.08.2023 07:30","178","178","n/e","14","14","n/e","31","31","n/e"
"16.08.2023 07:30 - 16.08.2023 07:45","329","329","n/e","14","14","n/e","33","33","n/e"
"16.08.2023 07:45 - 16.08.2023 08:00","481","481","n/e","14","14","n/e","32","32","n/e"
"16.08.2023 08:00 - 16.08.2023 08:15","632","632","n/e","14","14","n/e","32","32","n/e"
"16.08.2023 08:15 - 16.08.2023 08:30","933","933","n/e","14","14","n/e","32","32","n/e"
"16.08.2023 08:30 - 16.08.2023 08:45","1236","1236","n/e","14","14","n/e","31","31","n/e"
"16.08.2023 08:45 - 16.08.2023 09:00","1539","1539","n/e","14","14","n/e","31","31","n/e"
"16.08.2023 09:00 - 16.08.2023 09:15","1838","1838","n/e","14","14","n/e","30","30","n/e"
"16.08.2023 09:15 - 16.08.2023 09:30","2188","2188","n/e","14","14","n/e","30","30","n/e"
"16.08.2023 09:30 - 16.08.2023 09:45","2536","2536","n/e","14","14","n/e","30","30","n/e"
"16.08.2023 09:45 - 16.08.2023 10:00","2888","2888","n/e","13","13","n/e","29","29","n/e"
"16.08.2023 10:00 - 16.08.2023 10:15","3239","3239","n/e","13","13","n/e","28","28","n/e"
"16.08.2023 10:15 - 16.08.2023 10:30","3557","3557","n/e","13","13","n/e","28","28","n/e"
"16.08.2023 10:30 - 16.08.2023 10:45","3877","3877","n/e","13","13","n/e","28","28","n/e"
"16.08.2023 10:45 - 16.08.2023 11:00","4197","4197","n/e","12","12","n/e","27","27","n/e"
"16.08.2023 11:00 - 16.08.2023 11:15","4519","4519","n/e","12","12","n/e","27","27","n/e"
"16.08.2023 11:15 - 16.08.2023 11:30","4886","4886","n/e","12","12","n/e","27","27","n/e"
"16.08.2023 11:30 - 16.08.2023 11:45","5254","5254","n/e","12","12","n/e","30","30","n/e"
"16.08.2023 11:45 - 16.08.2023 12:00","5622","5622","n/e","13","13","n/e","31","31","n/e"
"16.08.2023 12:00 - 16.08.2023 12:15","5986","5986","n/e","13","13","n/e","36","36","n/e"
"16.08.2023 12:15 - 16.08.2023 12:30","6174","6174","n/e","14","14","n/e","38","38","n/e"
"16.08.2023 12:30 - 16.08.2023 12:45","6358","6358","n/e","14","14","n/e","38","38","n/e"
"16.08.2023 12:45 - 16.08.2023 13:00","6545","6545","n/e","15","15","n/e","39","39","n/e"
"16.08.2023 13:00 - 16.08.2023 13:15","6731","6731","n/e","15","15","n/e","43","43","n/e"
"16.08.2023 13:15 - 16.08.2023 13:30","6807","6807","n/e","15","15","n/e","45","45","n/e"
"16.08.2023 13:30 - 16.08.2023 13:45","6888","6888","n/e","16","16","n/e","47","47","n/e"
"16.08.2023 13:45 - 16.08.2023 14:00","6965","6965","n/e","16","16","n/e","50","50","n/e"
"16.08.2023 14:00 - 16.08.2023 14:15","7044","7044","n/e","16","16","n/e","51","51","n/e"
"16.08.2023 14:15 - 16.08.2023 14:30","6993","6993","n/e","19","19","n/e","62","62","n/e"
"16.08.2023 14:30 - 16.08.2023 14:45","6939","6939","n/e","23","23","n/e","82","82","n/e"
"16.08.2023 14:45 - 16.08.2023 15:00","6886","6886","n/e","27","27","n/e","100","100","n/e"
"16.08.2023 15:00 - 16.08.2023 15:15","6837","6837","n/e","31","31","n/e","117","117","n/e"
"16.08.2023 15:15 - 16.08.2023 15:30","6691","6691","n/e","44","44","n/e","145","145","n/e"
"16.08.2023 15:30 - 16.08.2023 15:45","6550","6550","n/e","68","68","n/e","189","189","n/e"
"16.08.2023 15:45 - 16.08.2023 16:00","6408","6408","n/e","91","91","n/e","235","235","n/e"
"16.08.2023 16:00 - 16.08.2023 16:15","6267","6267","n/e","115","115","n/e","275","275","n/e"
"16.08.2023 16:15 - 16.08.2023 16:30","6026","6026","n/e","141","141","n/e","319","319","n/e"
"16.08.2023 16:30 - 16.08.2023 16:45","5785","5785","n/e","169","169","n/e","363","363","n/e"
"16.08.2023 16:45 - 16.08.2023 17:00","5543","5543","n/e","197","197","n/e","407","407","n/e"
"16.08.2023 17:00 - 16.08.2023 17:15","5305","5305","n/e","226","226","n/e","450","450","n/e"
"16.08.2023 17:15 - 16.08.2023 17:30","4976","4976","n/e","252","252","n/e","498","498","n/e"
"16.08.2023 17:30 - 16.08.2023 17:45","4648","4648","n/e","276","276","n/e","543","543","n/e"
"16.08.2023 17:45 - 16.08.2023 18:00","4322","4322","n/e","300","300","n/e","593","593","n/e"
"16.08.2023 18:00 - 16.08.2023 18:15","3995","3995","n/e","324","324","n/e","638","638","n/e"
"16.08.2023 18:15 - 16.08.2023 18:30","3629","3629","n/e","360","360","n/e","700","700","n/e"
"16.08.2023 18:30 - 16.08.2023 18:45","3265","3265","n/e","408","408","n/e","772","772","n/e"
"16.08.2023 18:45 - 16.08.2023 19:00","2899","2899","n/e","456","456","n/e","845","845","n/e"
"16.08.2023 19:00 - 16.08.2023 19:15","2533","2533","n/e","505","505","n/e","918","918","n/e"
"16.08.2023 19:15 - 16.08.2023 19:30","2194","2194","n/e","538","538","n/e","1003","1003","n/e"
"16.08.2023 19:30 - 16.08.2023 19:45","1852","1852","n/e","555","555","n/e","1103","1103","n/e"
"16.08.2023 19:45 - 16.08.2023 20:00","1515","1515","n/e","573","573","n/e","1203","1203","n/e"
"16.08.2023 20:00 - 16.08.2023 20:15","1176","1176","n/e","591","591","n/e","1301","1301","n/e"
"16.08.2023 20:15 - 16.08.2023 20:30","899","899","n/e","601","601","n/e","1366","1366","n/e"
"16.08.2023 20:30 - 16.08.2023 20:45","626","626","n/e","604","604","n/e","1397","1397","n/e"
"16.08.2023 20:45 - 16.08.2023 21:00","352","352","n/e","608","608","n/e","1428","1428","n/e"
"16.08.2023 21:00 - 16.08.2023 21:15","78","78","n/e","611","611","n/e","1464","1464","n/e"
"16.08.2023 21:15 - 16.08.2023 21:30","57","57","n/e","630","630","n/e","1497","1497","n/e"
"16.08.2023 21:30 - 16.08.2023 21:45","39","39","n/e","667","667","n/e","1537","1537","n/e"
"16.08.2023 21:45 - 16.08.2023 22:00","19","19","n/e","703","703","n/e","1576","1576","n/e"
"16.08.2023 22:00 - 16.08.2023 22:15","0","0","n/e","740","740","n/e","1615","1615","n/e"
"16.08.2023 22:15 - 16.08.2023 22:30","0","0","n/e","772","772","n/e","1654","1654","n/e"
"16.08.2023 22:30 - 16.08.2023 22:45","0","0","n/e","799","799","n/e","1698","1698","n/e"
"16.08.2023 22:45 - 16.08.2023 23:00","0","0","n/e","826","826","n/e","1739","1739","n/e"
"16.08.2023 23:00 - 16.08.2023 23:15","0","0","n/e","853","853","n/e","1782","1782","n/e"
"16.08.2023 23:15 - 16.08.2023 23:30","0","0","n/e","860","860","n/e","1782","1782","n/e"
"16.08.2023 23:30 - 16.08.2023 23:45","0","0","n/e","847","847","n/e","1740","1740","n/e"
"16.08.2023 23:45 - 17.08.2023 00:00","0","0","n/e","833","833","n/e","1697","1697","n/e"
"17.08.2023 00:00 - 17.08.2023 00:15","0","0","n/e","928","928","n/e","2189","2189","n/e"
"17.08.2023 00:15 - 17.08.2023 00:30","0","0","n/e","912","912","n/e","2156","2156","n/e"
"17.08.2023 00:30 - 17.08.2023 00:45","0","0","n/e","899","899","n/e","2120","2120","n/e"
"17.08.2023 00:45 - 17.08.2023 01:00","0","0","n/e","886","886","n/e","2084","2084","n/e"
"17.08.2023 01:00 - 17.08.2023 01:15","0","0","n/e","873","873","n/e","2049","2049","n/e"
"17.08.2023 01:15 - 17.08.2023 01:30","0","0","n/e","864","864","n/e","2008","2008","n/e"
"17.08.2023 01:30 - 17.08.2023 01:45","0","0","n/e","860","860","n/e","1957","1957","n/e"
"17.08.2023 01:45 - 17.08.2023 02:00","0","0","n/e","856","856","n/e","1909","1909","n/e"
"17.08.2023 02:00 - 17.08.2023 02:15","0","0","n/e","852","852","n/e","1862","1862","n/e"
"17.08.2023 02:15 - 17.08.2023 02:30","0","0","n/e","852","852","n/e","1841","1841","n/e"
"17.08.2023 02:30 - 17.08.2023 02:45","0","0","n/e","855","855","n/e","1846","1846","n/e"
"17.08.2023 02:45 - 17.08.2023 03:00","0","0","n/e","858","858","n/e","1855","1855","n/e"
"17.08.2023 03:00 - 17.08.2023 03:15","0","0","n/e","861","861","n/e","1863","1863","n/e"
"17.08.2023 03:15 - 17.08.2023 03:30","0","0","n/e","865","865","n/e","1868","1868","n/e"
"17.08.2023 03:30 - 17.08.2023 03:45","0","0","n/e","869","869","n/e","1870","1870","n/e"
"17.08.2023 03:45 - 17.08.2023 04:00","0","0","n/e","874","874","n/e","1875","1875","n/e"
"17.08.2023 04:00 - 17.08.2023 04:15","0","0","n/e","879","879","n/e","1879","1879","n/e"
"17.08.2023 04:15 - 17.08.2023 04:30","0","0","n/e","882","882","n/e","1881","1881","n/e"
"17.08.2023 04:30 - 17.08.2023 04:45","0","0","n/e","882","882","n/e","1881","1881","n/e"
"17.08.2023 04:45 - 17.08.2023 05:00","0","0","n/e","883","883","n/e","1881","1881","n/e"
"17.08.2023 05:00 - 17.08.2023 05:15","0","0","n/e","884","884","n/e","1881","1881","n/e"
"17.08.2023 05:15 - 17.08.2023 05:30","0","0","n/e","884","884","n/e","1878","1878","n/e"
"17.08.2023 05:30 - 17.08.2023 05:45","0","0","n/e","883","883","n/e","1873","1873","n/e"
"17.08.2023 05:45 - 17.08.2023 06:00","0","0","n/e","882","882","n/e","1866","1866","n/e"
"17.08.2023 06:00 - 17.08.2023 06:15","0","0","n/e","881","881","n/e","1862","1862","n/e"
"17.08.2023 06:15 - 17.08.2023 06:30","5","5","n/e","879","879","n/e","1857","1857","n/e"
"17.08.2023 06:30 - 17.08.2023 06:45","13","13","n/e","877","877","n/e","1850","1850","n/e"
"17.08.2023 06:45 - 17.08.2023 07:00","15","15","n/e","874","874","n/e","1841","1841","n/e"
"17.08.2023 07:00 - 17.08.2023 07:15","19","19","n/e","872","872","n/e","1835","1835","n/e"
"17.08.2023 07:15 - 17.08.2023 07:30","158","158","n/e","870","870","n/e","1830","1830","n/e"
"17.08.2023 07:30 - 17.08.2023 07:45","298","298","n/e","867","867","n/e","1825","1825","n/e"
"17.08.2023 07:45 - 17.08.2023 08:00","435","435","n/e","865","865","n/e","1819","1819","n/e"
"17.08.2023 08:00 - 17.08.2023 08:15","570","570","n/e","863","863","n/e","1812","1812","n/e"
"17.08.2023 08:15 - 17.08.2023 08:30","818","818","n/e","860","860","n/e","1804","1804","n/e"
"17.08.2023 08:30 - 17.08.2023 08:45","1065","1065","n/e","857","857","n/e","1797","1797","n/e"
"17.08.2023 08:45 - 17.08.2023 09:00","1310","1310","n/e","854","854","n/e","1788","1788","n/e"
"17.08.2023 09:00 - 17.08.2023 09:15","1554","1554","n/e","851","851","n/e","1780","1780","n/e"
"17.08.2023 09:15 - 17.08.2023 09:30","1848","1848","n/e","846","846","n/e","1777","1777","n/e"
"17.08.2023 09:30 - 17.08.2023 09:45","2137","2137","n/e","839","839","n/e","1779","1779","n/e"
"17.08.2023 09:45 - 17.08.2023 10:00","2427","2427","n/e","832","832","n/e","1781","1781","n/e"
"17.08.2023 10:00 - 17.08.2023 10:15","2720","2720","n/e","825","825","n/e","1782","1782","n/e"
"17.08.2023 10:15 - 17.08.2023 10:30","2993","2993","n/e","818","818","n/e","1790","1790","n/e"
"17.08.2023 10:30 - 17.08.2023 10:45","3268","3268","n/e","811","811","n/e","1799","1799","n/e"
