,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2023-09-13 17:00:00,0.0,57.832024,65.8004,0.0,69.75094,71.51617,72.24069,73.84134,74.4318,75.5448,76.36527,78.45411,79.02303,81.183495,82.177155,83.96002,85.61754,88.457344,92.88295,98.59609
2023-09-14 06:00:00,0.0,21.89024,27.723719,0.0,31.030464,32.56413,33.757217,34.54231,35.142742,36.26599,36.713997,38.045383,38.56892,39.77566,41.065044,42.536617,44.548573,46.88318,50.46527,54.741127
2023-09-14 07:00:00,0.0,87.73489,100.467735,0.0,106.76446,110.62959,112.5602,116.02555,117.56534,119.42181,120.90113,123.121216,125.16765,128.68362,130.41216,134.11653,137.41745,142.40858,150.60258,160.86281
2023-09-14 08:00:00,0.0,171.66995,192.14668,0.0,203.70148,210.63895,215.08733,219.08029,222.21928,227.058,229.82475,235.34448,238.66026,240.92563,246.71976,250.22224,256.83292,263.73886,270.95758,285.9898
2023-09-14 09:00:00,0.0,272.61575,296.38724,0.0,306.77563,313.7971,318.10455,321.582,324.5107,329.31827,332.2416,338.3424,341.75674,342.00314,347.9168,349.05627,355.66513,362.2482,365.58032,380.73413
2023-09-14 10:00:00,0.0,324.2274,353.3424,0.0,367.11926,376.6035,380.8831,386.9078,390.54385,395.92432,399.4441,406.2696,410.3465,413.20172,418.79828,422.139,429.33838,437.9549,445.12192,463.63626
2023-09-14 11:00:00,0.0,331.73947,364.02444,0.0,380.93018,392.51437,397.83133,405.59338,410.11774,416.6075,420.8701,428.57385,433.53687,437.92352,444.42517,449.32248,457.80212,468.06067,477.6751,498.93732
2023-09-14 12:00:00,0.0,321.57474,354.0385,0.0,370.95724,382.70917,388.32288,396.57596,401.07687,407.18176,411.5625,418.62247,424.00412,429.01974,435.10034,440.7435,449.512,460.0303,470.60394,493.10345
2023-09-14 13:00:00,0.0,293.4275,324.24042,0.0,341.4186,353.0833,358.7002,366.94785,371.49078,377.68127,382.11014,389.23044,394.61188,399.9405,406.11002,412.0877,420.76584,431.1444,442.41672,464.11615
2023-09-14 14:00:00,0.0,247.74083,275.79892,0.0,292.76123,303.46497,309.30585,315.97864,320.56308,327.31717,331.43927,338.9943,343.78876,347.99213,355.45032,361.0363,370.09494,379.71616,390.44952,411.02902
2023-09-14 15:00:00,0.0,160.0076,185.58122,0.0,203.3754,214.02144,219.94786,227.37479,232.24579,239.32936,243.5282,251.24794,256.1639,262.8226,270.67993,279.4291,288.9591,299.5158,315.36462,337.53207
2023-09-14 16:00:00,0.0,91.54945,109.208374,0.0,122.735725,129.86125,132.64119,137.91255,141.27974,146.33212,148.79451,155.2907,157.68944,163.9102,169.13962,176.48264,181.72108,189.59071,203.3853,216.82585
2023-09-14 17:00:00,0.0,39.25681,46.561077,0.0,51.0492,53.20432,54.459133,55.894226,56.704536,58.054256,58.767624,60.470955,61.064426,63.088383,64.50369,66.45902,68.660194,71.26069,75.810005,81.40626
2023-09-15 06:00:00,0.0,18.21033,24.10779,0.0,27.44171,29.119732,30.367792,31.248991,31.863245,33.03657,33.46735,34.88016,35.39434,36.75309,38.171062,39.867134,41.972153,44.69972,49.39402,54.534294
2023-09-15 07:00:00,0.0,90.79446,102.00311,0.0,107.203094,110.27581,111.950294,114.40414,115.58976,117.1951,118.416214,120.520485,122.14204,124.39368,126.03356,128.37407,131.18289,135.1309,140.98506,149.42894
2023-09-15 08:00:00,0.0,183.92093,202.83308,0.0,212.25049,217.95619,221.00842,224.8306,227.14821,230.5149,232.7976,236.8868,239.55861,241.90314,245.56555,248.26091,253.29556,259.2321,265.7463,279.56094
2023-09-15 09:00:00,0.0,283.82172,306.1602,0.0,314.52963,320.4011,323.6347,326.80566,328.9978,332.517,334.98907,339.53662,342.4099,342.47797,346.53516,346.82547,352.3956,357.9914,360.63226,375.5649
2023-09-15 10:00:00,0.0,317.60553,346.77887,0.0,360.66068,370.47284,375.39905,381.83295,385.50528,390.51913,394.25885,400.32376,405.07077,408.1841,413.49713,417.32974,425.10654,433.8429,441.4759,461.59497
2023-09-15 11:00:00,0.0,318.47208,351.39203,0.0,368.77963,380.9109,386.87616,395.5581,400.19318,406.36478,410.96576,418.0534,423.81104,429.24457,435.45126,441.635,450.76797,461.64188,472.88824,496.26907
2023-09-15 12:00:00,0.0,330.2915,363.57666,0.0,380.09692,392.41788,400.01437,408.186,412.89572,418.91638,423.7822,429.78036,436.5946,440.31497,447.0256,452.21146,462.92795,473.4237,482.58765,508.48557
2023-09-15 13:00:00,0.0,301.2254,333.46347,0.0,352.70297,366.26407,373.73715,382.7165,388.17383,395.32776,400.4555,408.1757,414.8782,419.912,427.45474,433.65402,443.79968,455.00757,465.96576,489.56235
2023-09-15 14:00:00,0.0,253.34018,282.38675,0.0,299.38602,310.61325,315.6724,324.18533,328.57108,334.2572,338.51428,345.33167,350.47766,357.1255,362.6504,369.93195,377.94104,388.4157,401.71225,422.6346
2023-09-15 15:00:00,0.0,177.23787,200.9502,0.0,215.58275,224.75568,230.44911,236.54877,240.46469,245.7782,249.42682,254.96321,259.669,264.08936,270.1972,276.18106,284.5692,293.17902,304.20322,323.58328
2023-09-15 16:00:00,0.0,96.54281,114.090004,0.0,126.72902,133.59483,136.84178,141.80501,144.93335,149.49762,151.97563,157.57582,160.24815,165.60939,170.47203,176.90659,182.36932,189.73242,201.77946,215.37288
2023-09-15 17:00:00,0.0,39.856674,47.505577,0.0,52.77484,55.374935,56.91746,58.539227,59.564114,61.171375,61.999523,63.809223,64.540535,66.71789,68.468254,70.685,73.33265,76.16455,81.49544,88.04609
2023-09-16 06:00:00,0.0,24.136486,28.670856,0.0,30.01335,30.731556,31.434929,31.802294,31.644697,31.922148,32.074535,33.13653,33.296936,34.0162,34.60897,35.337025,36.36633,38.00742,40.032368,42.74861
2023-09-16 07:00:00,0.0,88.37895,98.01607,0.0,102.53138,105.21376,107.016045,108.58255,109.61274,111.163956,112.110016,114.08683,115.361725,116.43781,118.57015,119.729004,122.1514,125.07178,129.03033,135.52019
2023-09-16 08:00:00,0.0,203.45245,214.92007,0.0,218.72578,220.57225,221.26797,220.87627,221.69377,223.71263,224.32353,227.59906,227.88185,225.31866,227.97154,225.01851,226.59326,228.20274,226.7397,231.95421
2023-09-16 09:00:00,0.0,286.05753,306.80392,0.0,314.83447,319.84973,321.06845,324.066,325.783,328.6589,330.40332,335.08643,336.7303,337.43082,340.22604,340.45642,343.6313,348.5399,351.7074,363.04153
2023-09-16 10:00:00,0.0,341.06577,369.28275,0.0,381.58627,390.4712,394.0747,400.133,403.21814,407.33585,410.50687,415.73074,419.75952,422.52148,426.3967,429.29297,435.68396,443.53632,450.4374,469.30597
2023-09-16 11:00:00,0.0,365.6575,398.03842,0.0,411.79773,422.5916,428.4311,435.91412,439.76437,444.66293,448.83005,454.07047,459.9594,463.08084,468.19153,472.21872,481.2791,490.77072,498.8148,523.2704
2023-09-16 12:00:00,0.0,380.73297,412.7921,0.0,425.9035,436.19418,441.51025,448.23984,451.90704,456.77957,460.6197,466.14267,471.48065,473.70944,478.8123,481.8349,490.25214,499.19107,505.64255,528.3837
2023-09-16 13:00:00,0.0,337.71304,369.6055,0.0,386.22562,398.1143,404.17044,412.06885,416.57376,422.66388,427.15756,433.9723,439.76596,443.70163,449.93445,454.68048,463.81635,473.7919,483.03903,505.68265
2023-09-16 14:00:00,0.0,274.85754,304.999,0.0,322.49078,333.9733,339.0522,347.59402,352.04358,358.03064,362.3863,369.5765,374.73645,381.11,386.91534,393.90936,402.15332,412.67932,425.6659,447.05893
2023-09-16 15:00:00,0.0,192.07164,217.79553,0.0,234.10493,244.34805,250.42448,257.3633,261.73044,267.6944,271.7632,278.11075,283.2296,288.39105,295.0997,301.87833,310.88736,320.39752,332.6645,353.47418
2023-09-16 16:00:00,0.0,107.62304,125.34666,0.0,137.56133,144.2773,147.33882,152.30333,155.28421,159.56584,162.05377,167.56119,170.22374,175.53177,180.08672,186.30487,191.52127,198.7853,210.38094,223.71564
2023-09-16 17:00:00,0.0,38.927998,46.39723,0.0,51.78408,54.29619,55.649815,57.161697,58.17214,59.82147,60.60303,62.636337,63.220833,65.41236,67.16108,69.38693,71.83098,74.604774,79.8549,86.02215
2023-09-17 06:00:00,0.0,12.025583,16.242184,0.0,17.820066,18.711155,19.327744,19.666698,19.574623,20.055344,20.075096,21.13699,21.073626,21.952488,22.775263,23.79238,24.988876,26.836002,29.489006,31.846067
2023-09-17 07:00:00,0.0,55.048206,63.19755,0.0,67.67735,70.16447,72.32045,73.424614,74.51458,76.31406,77.20046,79.107056,80.26854,81.123245,83.56524,84.808266,87.770134,90.47586,94.20164,100.70363
2023-09-17 08:00:00,0.0,123.30785,136.91946,0.0,145.99959,150.55545,153.06757,155.75417,157.89008,160.8763,162.64795,166.5908,168.58076,170.51932,174.34448,176.66031,180.10364,184.5961,190.77037,200.09991
2023-09-17 09:00:00,0.0,231.13322,247.81175,0.0,253.89262,257.9375,260.50424,262.13998,263.6994,266.155,267.82007,270.98557,273.14865,272.03433,275.21277,274.31836,278.36417,282.05154,283.14053,294.39423
2023-09-17 10:00:00,0.0,286.9405,311.40247,0.0,322.53323,330.04718,333.78046,338.41876,341.15872,344.99103,347.8893,352.87378,356.53766,358.30087,362.528,364.8406,370.95807,377.68094,383.1516,399.8453
2023-09-17 11:00:00,0.0,316.5881,347.77872,0.0,363.49292,374.94937,381.95087,389.30103,393.65878,399.18655,403.64267,409.30646,415.62103,418.8793,425.13824,429.9483,439.93216,449.55438,458.15198,482.4602
2023-09-17 12:00:00,0.0,334.1191,365.55157,0.0,380.50677,391.30884,396.50925,404.0354,408.03302,413.26242,417.2533,423.3659,428.56262,432.66702,437.92398,442.70258,450.92728,460.6051,469.76776,491.934
2023-09-17 13:00:00,0.0,296.43973,328.66388,0.0,348.27667,361.52133,366.76987,376.82104,381.99176,388.72653,393.4906,401.91895,407.50845,415.1268,421.2419,429.0136,436.93698,448.75394,462.74713,484.07648
2023-09-17 14:00:00,0.0,239.46924,269.0931,0.0,287.93372,299.92712,304.4208,313.91867,318.77106,325.24054,329.69315,338.08347,342.92368,351.45618,357.48102,366.35266,373.87195,385.4962,401.5145,421.62592
2023-09-17 15:00:00,0.0,153.80743,178.4461,0.0,195.77869,206.53386,211.88841,220.18521,224.8335,230.89786,235.09032,242.09477,247.12918,254.876,261.1299,270.10147,278.22238,288.80316,304.79544,324.86282
2023-09-17 16:00:00,0.0,93.161964,107.177986,0.0,115.86328,120.68429,122.93375,126.66262,128.68372,131.50282,133.35306,137.1493,139.20502,143.18675,146.09639,150.48918,154.35101,159.8927,168.6549,179.2758
2023-09-17 17:00:00,0.0,38.83215,43.089684,0.0,44.460304,44.713234,45.110687,44.903183,44.611237,44.941734,45.081444,46.193935,45.813934,46.016335,46.523914,46.249504,47.047153,47.342564,46.174603,46.82561
2023-09-18 06:00:00,0.0,12.111589,16.891693,0.0,19.221136,20.416615,21.168253,21.74321,21.863575,22.597563,22.747896,23.954065,23.947172,25.149761,26.1565,27.498667,29.051212,31.337555,35.22711,38.941414
2023-09-18 07:00:00,0.0,70.28357,78.78923,0.0,81.86645,83.78754,84.948555,86.29982,86.85695,87.9752,88.580894,90.196396,90.87325,92.194595,93.53412,94.6091,96.35595,98.92186,102.43035,107.63763
2023-09-18 08:00:00,0.0,138.41676,153.0762,0.0,161.60735,165.78035,167.0802,170.32036,172.15244,174.82509,176.44057,180.60243,181.99966,184.98969,187.85832,190.48866,192.87303,197.78687,204.80818,213.55482
2023-09-18 09:00:00,0.0,212.8737,230.83835,0.0,239.34442,244.52182,248.40804,250.18178,252.52942,256.41782,258.59464,263.06644,265.6683,264.57736,269.6414,269.3857,275.0058,279.5669,281.1856,294.0754
2023-09-18 10:00:00,0.0,215.21292,244.19286,0.0,263.47656,275.6588,282.01083,290.72443,295.83447,302.57935,307.19778,314.85995,320.4823,327.37552,334.46774,342.6219,351.70328,362.82056,376.9499,398.95865
2023-09-18 11:00:00,0.0,169.91727,197.8356,0.0,219.71655,233.24432,239.74289,249.71796,255.63876,263.49832,268.53525,277.72437,283.60764,292.5323,300.4832,310.63776,319.6238,331.9234,349.3484,370.36255
2023-09-18 12:00:00,0.0,113.75663,141.69492,0.0,165.81084,180.94357,188.34853,200.57611,207.58694,217.05246,223.138,233.85367,241.00159,253.4514,263.14255,277.74286,288.82657,303.75955,329.15552,355.57892
2023-09-18 13:00:00,0.0,87.3216,107.08328,0.0,122.616325,131.60187,136.69267,142.9903,147.42917,153.88692,157.37811,164.33907,168.33246,174.61842,181.70326,189.72261,197.60014,206.97774,222.11414,240.03543
2023-09-18 14:00:00,0.0,50.550426,67.829575,0.0,80.69392,89.23384,95.4059,102.093124,106.8426,114.06969,118.34485,125.115265,130.51035,137.55663,146.19495,156.3275,167.081,177.6073,198.1657,223.10376
2023-09-18 15:00:00,0.0,35.638634,49.75746,0.0,60.08512,66.972946,71.478134,77.405235,81.573784,88.3748,92.06904,98.764565,103.10379,110.2186,118.11636,127.981514,137.39398,147.23131,168.59299,191.61458
2023-09-18 16:00:00,0.0,27.35126,36.837395,0.0,43.58012,47.00165,48.83248,51.44351,53.227337,55.70656,56.84247,59.372547,60.732353,64.13055,66.5837,70.45247,73.705124,78.37116,87.4733,96.05334
2023-09-18 17:00:00,0.0,11.251902,15.9755,0.0,18.283205,19.446365,20.176935,20.709984,20.803082,21.535868,21.673103,22.870146,22.80643,23.982067,24.986153,26.289295,27.844608,30.099806,33.902557,37.55386
2023-09-19 06:00:00,0.0,7.3613324,12.766199,0.0,15.898892,17.707243,18.953308,19.854288,20.367601,21.509901,21.867533,23.249895,23.646969,25.213062,26.76193,28.873001,31.238976,34.525455,41.151825,47.705624
2023-09-19 07:00:00,0.0,56.83664,68.83027,0.0,76.3039,80.53854,83.25672,86.40712,88.44581,91.213005,92.8466,95.55042,97.72465,101.03951,104.03701,108.09928,112.48218,117.73207,126.82662,137.95741
2023-09-19 08:00:00,0.0,133.29922,150.16966,0.0,160.70815,166.36601,169.05263,173.16107,175.71451,179.35452,181.56644,186.08748,188.43297,192.055,195.96118,199.88394,204.30342,210.47292,219.37572,231.80598
2023-09-19 09:00:00,0.0,226.5673,247.00304,0.0,257.20596,263.45602,267.43768,270.34918,273.10846,277.4789,279.97275,285.03052,287.87985,288.11166,293.41135,294.3587,300.3825,306.06973,309.75754,324.2481
2023-09-19 10:00:00,0.0,297.72598,323.49213,0.0,335.18817,343.0701,346.8324,351.56213,354.61087,359.17886,362.1574,368.0447,371.5163,373.28705,378.23575,380.4702,386.77808,394.05252,399.5231,416.29745
2023-09-19 11:00:00,0.0,317.6035,345.42776,0.0,359.14035,368.69464,373.79333,379.0565,382.866,388.4388,391.96497,398.63657,403.0278,404.52084,410.73923,413.1747,420.87167,428.89038,434.29752,452.70233
2023-09-19 12:00:00,0.0,271.6316,301.9493,0.0,320.72113,333.7396,341.3519,349.57532,355.00134,362.2453,367.18558,374.81873,381.26447,385.68887,393.5833,399.36768,409.48132,420.1999,430.50482,452.93875
2023-09-19 13:00:00,0.0,195.45084,225.5257,0.0,247.58037,262.05753,269.70856,280.6049,286.70575,294.40057,300.02304,308.4996,315.6357,324.69574,332.59213,343.12192,353.4616,366.36935,384.12454,408.4361
2023-09-19 14:00:00,0.0,122.2793,147.48242,0.0,166.57224,178.11597,183.6186,193.23254,198.32185,205.00114,209.59546,217.29178,222.70805,232.71214,239.45985,251.00789,259.80737,271.73834,292.0843,314.57
2023-09-19 15:00:00,0.0,87.75432,103.43493,0.0,113.70577,119.51511,122.45355,126.93379,129.59366,133.22986,135.47964,139.82402,142.42441,147.26942,151.14085,156.78928,161.78038,168.5108,179.69475,192.53421
2023-09-19 16:00:00,0.0,40.766747,49.6857,0.0,55.496944,58.31529,59.88329,61.859646,63.205452,65.299805,66.277084,68.68394,69.66653,72.182884,74.30253,77.00842,79.77899,83.48808,89.984215,97.14211
2023-09-19 17:00:00,0.0,10.118516,14.0901785,0.0,15.406687,16.105774,16.605728,16.816662,16.65991,17.097673,17.056461,18.044052,17.91971,18.61436,19.350021,20.185513,21.222948,22.813644,24.49635,25.605242
2023-09-20 06:00:00,0.0,3.9807658,8.372588,0.0,10.43942,11.773722,12.85042,13.277388,13.427539,14.215665,14.378009,15.521019,15.703461,16.712427,18.053835,19.66845,21.719593,24.463997,29.593843,34.736748
2023-09-20 07:00:00,0.0,55.975094,62.01751,0.0,63.467632,64.075096,64.50106,64.918686,64.85636,65.378746,65.6718,67.24552,67.28018,67.898155,68.58423,68.69167,69.33001,70.764206,71.781265,74.23782
2023-09-20 08:00:00,0.0,91.46718,104.67618,0.0,113.65789,118.13845,120.80818,123.963524,126.096054,129.03445,130.9786,134.51906,136.63248,139.5996,143.03395,146.38118,150.49512,155.59587,163.55328,174.93393
2023-09-20 09:00:00,0.0,159.97644,177.11012,0.0,188.25684,193.88582,197.12119,199.6284,202.59572,207.61371,209.89072,216.42952,218.38571,219.59315,225.86844,227.80768,232.66348,238.35394,243.83644,254.73875
2023-09-20 10:00:00,0.0,197.50723,224.15524,0.0,241.05455,251.32368,256.87308,264.22134,268.59607,274.67508,278.74286,285.7321,290.48102,296.3902,303.00082,310.13446,318.53735,328.49768,341.29208,361.96893
2023-09-20 11:00:00,0.0,195.1442,223.99341,0.0,245.44621,258.4342,264.86877,273.8749,279.63977,287.7973,292.65817,302.22604,307.59344,315.10498,323.63696,332.39258,341.52496,353.33264,368.5257,389.37604
2023-09-20 12:00:00,0.0,184.41862,212.68909,0.0,233.95038,246.77457,253.28732,262.16708,267.93143,276.15796,281.03314,290.6367,296.0177,303.51413,312.23578,321.1103,330.37778,342.15805,357.5793,378.50464
2023-09-20 13:00:00,0.0,144.9502,173.08199,0.0,197.49123,212.00002,218.47481,229.05827,235.92163,245.89577,251.31827,263.2067,268.8022,279.071,289.21582,300.94675,310.4779,324.20328,344.8989,366.3108
2023-09-20 14:00:00,0.0,133.78111,157.56877,0.0,175.03001,185.14049,189.87048,197.45253,202.12997,208.86055,212.71547,220.64397,224.71452,232.32623,239.30098,248.13962,255.87578,266.3537,282.57394,301.29758
2023-09-20 15:00:00,0.0,107.78721,126.474846,0.0,139.0611,146.3319,150.04622,155.46204,158.88826,163.75703,166.62975,172.29369,175.47394,181.05493,186.2975,192.96243,199.2837,207.40962,220.3964,235.93782
2023-09-20 16:00:00,0.0,68.10358,81.06482,0.0,88.87584,93.37395,95.832664,99.39334,101.51826,104.45294,106.236496,109.59631,111.767624,115.73085,118.82419,123.4585,127.75781,133.47966,143.1873,154.25404
2023-09-20 17:00:00,0.0,24.29809,30.243744,0.0,33.46215,34.930576,36.053444,36.754562,37.36297,38.56289,38.96065,40.435688,40.873684,41.97974,43.359882,44.689312,46.512432,48.695747,51.69193,55.154964
2023-09-21 06:00:00,0.0,11.302118,16.745222,0.0,19.742807,21.366201,22.420233,23.27761,23.713068,24.74934,25.040907,26.40496,26.68636,28.177177,29.51558,31.344427,33.314312,36.183537,41.501286,46.58996
2023-09-21 07:00:00,0.0,84.77658,95.91372,0.0,100.66531,103.88618,106.07921,108.55059,109.80135,111.36254,112.569916,114.0723,115.970085,118.01093,119.82504,122.10613,125.346214,129.26384,135.18513,144.07086
2023-09-21 08:00:00,0.0,191.3689,209.27866,0.0,218.2295,223.24231,225.7749,228.73251,230.89755,234.35431,236.29672,240.56178,242.56398,243.82393,247.71878,249.0442,253.29347,258.43414,263.41776,275.17487
2023-09-21 09:00:00,0.0,296.69992,321.63147,0.0,333.01205,340.30994,343.16586,347.70395,350.49298,354.83594,357.47592,363.1614,365.92178,367.7961,372.15384,373.983,379.38165,386.2127,391.78787,407.4043
2023-09-21 10:00:00,0.0,369.7662,400.68448,0.0,414.06134,424.1622,430.26303,435.67117,439.53793,445.0236,448.76935,454.55615,459.7318,460.12625,466.44165,468.08197,477.13858,485.3072,489.41425,511.51282
2023-09-21 11:00:00,0.0,392.8438,427.36417,0.0,442.7709,454.72244,462.1646,468.989,473.60986,479.9659,484.4459,490.83334,497.13165,498.25568,505.51422,508.08954,518.62445,528.28467,533.4591,558.64056
2023-09-21 12:00:00,0.0,392.5895,426.6623,0.0,441.7286,453.1467,459.32516,466.25928,470.5652,476.55682,480.71313,487.24637,492.79187,494.71927,501.13385,503.98578,513.291,522.85474,528.83453,552.3673
2023-09-21 13:00:00,0.0,317.13458,351.1139,0.0,371.19675,385.43213,392.6945,402.77298,408.3656,415.6838,421.10373,429.205,436.10886,442.31073,449.6085,456.5818,466.68692,478.6918,491.07025,515.46796
2023-09-21 14:00:00,0.0,239.34634,267.74405,0.0,284.12146,295.1701,301.1377,309.0726,313.55328,319.45657,323.8528,330.38504,335.8909,341.60034,347.87338,354.67474,363.68683,373.97598,386.4114,408.1413
2023-09-21 15:00:00,0.0,135.083,154.24405,0.0,166.58917,174.07616,177.9906,183.54214,186.65236,190.73695,193.6735,198.62593,202.25209,207.26254,211.58124,217.50624,223.52313,231.04657,241.94908,257.18234
2023-09-21 16:00:00,0.0,64.151405,73.731094,0.0,79.82514,82.83045,84.49929,86.09045,87.51951,89.9137,90.894646,93.87693,94.80638,96.491615,99.08358,101.069664,103.88357,107.39826,112.51922,119.27431
2023-09-21 17:00:00,0.0,16.720219,21.097906,0.0,22.688969,23.432257,23.864227,24.26452,24.146769,24.608236,24.63724,25.726088,25.573515,26.516426,27.17249,28.026001,29.000587,30.575258,32.40905,33.900158
2023-09-22 07:00:00,0.0,26.88209,31.772038,0.0,33.585056,34.11947,34.876167,35.08349,35.139347,35.682472,35.9554,37.006573,37.2916,37.680824,38.28785,38.683678,39.86743,41.090805,41.226593,42.86085
2023-09-22 08:00:00,0.0,31.36714,43.663975,0.0,52.624416,57.665382,60.589886,64.67924,67.521164,71.873535,74.039536,78.45559,80.97311,86.12462,90.859566,97.45908,103.24375,110.23528,124.57766,139.03441
2023-09-22 09:00:00,0.0,95.538376,109.291985,0.0,118.2541,122.899025,125.29652,128.90652,131.05885,133.94594,135.93338,139.69356,141.88553,145.55428,148.82547,152.84692,156.73984,162.23782,171.17482,182.40704
2023-09-22 10:00:00,0.0,111.308655,135.68967,0.0,155.16441,167.18448,173.74666,183.13588,188.8373,196.7838,201.82004,210.45901,216.4165,225.7007,234.28304,245.66959,255.80545,268.09537,288.77646,312.80005
2023-09-22 11:00:00,0.0,104.06024,135.13802,0.0,161.70058,181.79713,193.87697,211.6819,221.4989,234.89459,244.88765,258.359,271.34448,289.13904,304.03244,326.81354,346.30035,367.56723,408.84018,455.06198
2023-09-22 12:00:00,0.0,145.46533,178.17441,0.0,205.86298,224.60637,234.95221,250.14607,258.614,269.5886,277.55765,289.24127,299.38013,313.61075,325.22314,342.4333,357.0533,374.7238,403.94467,438.0061
2023-09-22 13:00:00,0.0,171.32225,198.7344,0.0,218.33717,230.35352,237.45029,245.82854,251.10527,258.2321,262.99625,270.66937,276.53986,283.4511,291.44092,300.29456,310.35266,321.4566,336.6109,359.65897
2023-09-22 14:00:00,0.0,133.61156,160.14354,0.0,180.17175,192.25394,198.4067,207.9835,213.48161,221.1066,225.98994,234.52246,240.1735,249.79684,257.82034,269.3834,279.26828,291.66367,312.1959,336.43454
2023-09-22 15:00:00,0.0,82.62895,103.863884,0.0,120.43522,129.9882,134.65224,142.49275,147.22073,154.20084,158.17534,166.04181,170.35553,179.29585,186.6978,197.59235,206.15193,217.1455,237.64587,259.06168
2023-09-22 16:00:00,0.0,48.620514,61.013313,0.0,70.00262,74.733345,77.62102,80.88719,83.2925,86.87583,88.665764,92.35955,94.365814,98.028465,101.92462,106.43851,111.20101,116.82507,126.59827,137.97385
2023-09-22 17:00:00,0.0,19.405128,23.437757,0.0,25.074545,25.81953,26.462866,26.737738,26.542088,26.902533,27.034555,27.938532,27.814219,28.51787,29.147213,29.712221,31.06948,32.57562,34.782124,37.867176
2023-09-23 06:00:00,0.0,5.4958205,10.244892,0.0,12.541839,13.93567,15.012636,15.554799,15.808445,16.686413,16.879333,18.070614,18.31864,19.434986,20.78196,22.456526,24.445326,27.150934,31.938042,36.564186
2023-09-23 07:00:00,0.0,45.420967,54.780983,0.0,59.71154,62.655098,64.77342,66.80861,68.1985,70.10667,71.10614,72.9733,74.5395,76.65077,78.83865,81.466,84.540215,88.38891,94.646034,102.13307
2023-09-23 08:00:00,0.0,90.82148,106.54581,0.0,116.55055,122.18167,125.13806,129.74973,132.28668,135.6115,137.83028,141.51062,144.22981,148.97002,152.46286,157.83704,162.71667,169.28258,180.44691,193.79118
2023-09-23 09:00:00,0.0,157.42323,177.6928,0.0,189.68605,196.56354,200.24579,205.25885,208.2471,212.49883,215.24811,220.08983,223.22812,227.26358,231.89268,236.52348,242.40063,249.6292,259.40875,274.80713
2023-09-23 10:00:00,0.0,217.5566,244.1745,0.0,260.3595,270.34656,275.923,282.56348,286.9103,293.17526,297.08633,304.0828,308.6125,313.23856,320.18066,325.98947,334.42456,343.91956,355.0149,375.36
