HourDK,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
2022-12-21 05:00:00,-122.324814,-5.303652,21.200455,34.03926,50.90675,60.198524,73.54723,86.85683,99.74734,106.31558,112.66773,122.234116,127.76487,134.40468,143.16153,146.9439,160.34398,166.13118,173.51546,182.62645,192.01567,201.75778,204.40707,212.05493,221.70091,236.21259,241.18872,249.0805,255.97873,261.83597,268.92743,280.89563,288.1816,296.8735,305.7868,317.16037,328.31674,336.6448,347.33655,358.8912,376.85855,384.93387,394.465,413.0011,433.6357,471.13452,502.31964,553.5138,617.77637,719.07227
2022-12-21 06:00:00,-89.9466,-6.205862,17.665115,29.243118,44.598686,53.155247,64.08491,75.96583,87.65246,93.775665,101.11411,109.61769,114.8631,121.46523,128.73935,133.31346,146.19559,152.32286,159.15776,167.53242,176.08833,184.50452,188.1032,194.68176,203.51025,217.79034,222.68945,229.40631,236.16623,241.2258,247.81042,259.5083,266.12695,275.2692,283.65073,293.23145,302.78723,310.42615,319.5026,331.10126,347.07538,354.23752,363.51843,382.0288,399.91013,436.97034,464.6822,509.62576,565.0919,662.1949
2022-12-21 07:00:00,-57.747456,7.8843822,26.250412,36.29946,50.18532,57.702587,67.41822,76.83289,87.222595,94.54607,101.30253,108.81178,112.95878,119.619446,126.71839,131.15747,141.51828,147.2063,153.29915,160.85442,169.44716,176.9536,180.33163,186.51753,193.8093,206.33173,211.14177,217.0472,223.53073,228.10619,234.59164,244.43338,250.14474,259.244,266.33972,275.36368,284.00803,289.7706,298.72473,308.20627,321.61603,326.5903,335.04785,352.708,369.08246,400.96924,425.08096,468.1708,515.0027,595.6677
2022-12-21 08:00:00,-49.21381,6.0543385,19.673885,27.118267,38.967194,45.41137,54.382023,61.676815,70.59952,78.57293,83.86773,90.23917,93.520454,99.75776,107.22602,110.68802,118.91481,123.837006,129.35866,136.4122,144.76234,151.9283,154.72104,160.8447,166.96692,177.88339,182.4449,187.89522,194.0253,198.37048,204.7679,212.60802,217.55547,225.984,232.3201,241.4295,249.85152,254.66049,264.03397,271.6368,283.2524,286.95804,295.09653,311.50653,327.22375,354.02228,375.95236,418.00934,460.99887,528.4659
2022-12-21 09:00:00,-32.29148,0.16722274,12.576702,19.864273,29.148273,34.53778,43.76274,49.047955,58.68241,65.37767,70.55377,76.624725,79.234955,85.17158,92.28139,95.45609,103.17675,107.511894,112.4929,118.20696,126.027985,132.34334,135.5764,141.22423,147.29495,157.16422,161.6392,166.45265,172.36725,175.74771,181.98471,188.63704,192.95122,200.54155,206.8391,215.62485,222.27672,226.72871,236.30005,243.0091,252.17535,255.06158,263.25278,279.36847,291.7075,315.4145,337.9074,374.45468,417.0785,484.658
2022-12-21 10:00:00,-20.199085,-7.309164,6.601589,12.789895,21.756306,27.272902,37.05102,41.259857,51.827736,58.678974,64.427185,70.37262,73.195595,79.55313,87.28073,90.67151,99.1212,103.831924,109.0983,114.73392,122.75039,129.42015,133.31432,138.91539,145.65099,156.25946,161.2215,166.25414,172.5878,175.5795,182.42587,189.07341,193.07625,201.21829,208.48492,217.42294,224.09904,229.25911,239.09259,245.87651,254.5582,257.62518,266.9844,284.45398,296.0109,320.55093,344.43073,379.58463,423.40085,498.4832
2022-12-21 11:00:00,-16.09127,-9.649431,7.8132706,13.084771,22.267757,27.953897,38.558178,42.717743,54.05019,62.075092,68.08182,73.825134,76.56351,83.330894,91.548904,94.76162,104.75455,109.314476,115.20424,121.69792,130.31453,137.90276,142.28511,148.50488,155.25346,166.67673,172.20279,177.70174,184.6854,187.82248,195.6912,202.39381,206.43013,214.92429,222.88815,232.83195,240.2202,245.91656,256.3715,263.95386,273.2792,276.36398,286.5815,305.11212,317.81985,345.42078,370.61243,408.05136,453.4704,538.9725
2022-12-21 12:00:00,-22.320286,-14.816481,3.6035726,9.016694,18.539822,24.286222,35.34165,40.618584,52.257812,61.797466,68.7475,74.777115,77.51357,85.18824,93.85321,97.487335,108.74827,113.66355,120.5973,128.36581,138.07198,146.53552,151.461,158.48103,165.23755,178.19641,184.25275,190.08388,198.00006,201.75955,210.42305,218.07544,222.52457,232.29974,240.6618,251.4076,259.70895,265.33084,276.1159,284.8879,295.5192,297.92404,307.9858,327.76392,342.47687,374.32068,399.1461,439.972,484.12973,570.7157
2022-12-21 13:00:00,-22.900589,-15.6847515,6.0810776,9.427854,19.890263,24.701944,35.89125,40.963795,52.791473,64.37453,72.07185,78.17855,80.65158,89.30344,98.551,102.53065,114.52028,119.70618,127.669655,136.01149,146.65715,155.77487,160.59477,167.33707,174.02158,187.91254,194.46075,200.66495,208.6259,212.46912,221.89075,230.38792,234.21622,245.47612,253.97855,264.03546,273.07162,278.38504,287.43896,295.57745,307.5633,308.91513,317.50867,338.24414,353.99396,390.0321,410.27872,450.99658,482.72806,549.5925
2022-12-21 14:00:00,-7.594441,2.338617,22.5056,27.2145,37.36914,41.853695,51.8268,56.922672,68.07652,80.032326,87.39678,92.99661,94.68801,102.933815,110.55816,114.50801,126.27216,130.67992,137.81442,146.21721,156.66869,164.92593,170.00607,176.97614,182.17757,194.85965,201.27875,206.88083,214.78513,218.76152,228.16566,236.0663,240.34512,250.78563,257.98596,268.44037,276.57498,280.81503,290.5,299.44482,310.91663,311.53796,320.0963,340.3952,356.14816,392.33322,412.69745,456.25784,487.19864,555.6924
