HourDK,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
2023-10-26 01:00:00,765.3212,852.601,959.9824,988.5946,1004.40497,1089.3097,1098.2098,1111.1,1140.4227,1156.1617,1158.9967,1194.0781,1205.4547,1239.1185,1210.7886,1246.2998,1254.177,1281.0874,1298.6213,1305.6263,1311.3472,1310.593,1342.4956,1348.58,1358.7925,1357.395,1372.9298,1389.9755,1396.7919,1409.4707,1419.5281,1430.1799,1451.4828,1432.902,1447.392,1487.7355,1480.2521,1502.2635,1513.7626,1534.9077,1551.4695,1568.3052,1592.7589,1596.5693,1625.2736,1654.8427,1721.8083,1768.485,1867.7129,2086.0486
2023-10-26 02:00:00,763.6805,849.5261,944.17206,975.5317,980.96735,1062.075,1079.437,1089.9312,1119.3925,1136.6718,1132.9011,1165.9967,1176.44,1213.4816,1180.7919,1212.581,1237.982,1246.2203,1266.7748,1274.0171,1281.9413,1276.6604,1307.7158,1313.6888,1326.1564,1329.1965,1335.515,1355.7717,1366.7352,1374.5521,1379.9307,1398.1033,1411.8822,1398.1086,1407.5105,1442.8601,1451.0427,1468.7783,1488.253,1494.9393,1513.4565,1530.2218,1539.0867,1554.9047,1589.0767,1609.743,1660.077,1719.1779,1806.994,2015.4199
2023-10-26 03:00:00,758.92456,851.3895,937.5022,970.3456,970.7277,1042.0396,1066.8491,1074.5027,1103.0295,1119.7622,1113.0963,1142.9086,1152.7498,1191.1273,1157.4342,1184.6891,1218.0585,1215.876,1236.1273,1244.6826,1252.608,1245.1135,1275.2152,1279.215,1293.2349,1298.6218,1298.3628,1319.8385,1333.894,1338.2499,1341.3019,1360.7861,1371.8181,1358.2781,1365.2443,1396.8414,1414.4838,1428.8851,1450.8486,1447.8185,1468.3864,1485.5908,1482.7789,1505.0487,1544.1382,1555.5142,1594.8127,1657.4105,1737.4904,1931.175
2023-10-26 04:00:00,736.2583,835.818,933.60974,969.53796,972.9706,1033.7758,1069.0724,1067.5847,1099.5723,1117.173,1109.59,1138.9186,1148.2664,1189.3214,1156.1473,1181.7437,1215.0044,1214.336,1233.963,1245.7627,1251.5786,1244.0253,1273.2675,1278.302,1291.8136,1303.3562,1297.991,1319.5266,1337.3894,1337.0417,1345.749,1358.2698,1377.6422,1355.6996,1368.325,1399.4471,1420.5972,1436.675,1458.2612,1447.7029,1469.9434,1502.4669,1484.5369,1512.5989,1560.4496,1562.1733,1596.809,1667.9032,1749.5402,1968.913
2023-10-26 05:00:00,695.15173,787.7146,912.6379,954.0114,973.28265,1030.0018,1063.9551,1059.3076,1095.4647,1114.9257,1114.959,1145.3385,1153.7196,1193.6201,1175.3107,1205.8967,1215.5297,1240.2214,1254.683,1268.377,1280.2303,1279.412,1304.248,1313.8469,1318.9769,1335.2938,1338.3141,1356.3939,1370.258,1375.1837,1390.0128,1395.5796,1427.6486,1406.5377,1424.4697,1454.921,1469.0483,1488.7007,1503.2225,1506.7958,1526.6788,1575.8383,1570.3081,1590.8843,1636.4276,1645.5527,1705.2719,1768.4625,1864.4283,2144.269
2023-10-26 06:00:00,687.00836,771.9637,902.71124,950.945,972.9005,1039.9321,1070.8186,1072.5714,1107.9537,1132.4844,1132.5658,1167.6129,1178.1964,1216.8304,1201.3932,1236.1277,1243.9825,1272.3718,1286.5692,1302.0796,1321.038,1320.704,1345.2283,1355.5743,1358.5072,1381.121,1387.46,1407.5159,1418.9005,1425.5941,1440.7535,1454.9418,1483.1877,1468.3295,1486.9777,1517.7471,1533.6447,1554.068,1569.6862,1580.3323,1599.7058,1652.3245,1655.3494,1676.1915,1718.0876,1740.3062,1813.5706,1877.6737,1978.5377,2291.4802
2023-10-26 07:00:00,703.75696,788.26904,919.9286,966.9614,994.10516,1067.7239,1092.3633,1100.6647,1136.3317,1158.9999,1161.8171,1200.9994,1215.4828,1250.1028,1237.4545,1273.4039,1280.1721,1309.5735,1321.4381,1338.0243,1363.3938,1365.5288,1387.1908,1396.8726,1398.0927,1426.2743,1432.6383,1453.3424,1462.4636,1471.4739,1486.3124,1502.6392,1529.309,1521.415,1542.2692,1569.9606,1587.9083,1607.2047,1619.819,1636.7876,1654.3904,1710.8953,1722.8715,1744.7164,1781.9877,1809.6881,1890.0669,1957.6708,2056.687,2373.333
2023-10-26 08:00:00,667.8606,757.7566,884.8698,920.2799,960.22284,1035.1259,1055.6411,1067.8256,1109.9849,1122.8961,1130.832,1175.2983,1193.1898,1226.8672,1215.797,1251.6062,1257.1094,1286.9385,1294.3563,1313.6165,1345.4569,1352.3177,1370.5682,1378.6947,1382.3549,1409.2058,1412.4082,1436.7471,1442.5371,1458.1062,1471.1941,1485.9099,1510.24,1516.0442,1534.1514,1560.9257,1580.0192,1600.6062,1604.7251,1631.6277,1651.9977,1705.1855,1733.2803,1752.0997,1790.4491,1816.9509,1900.9723,1978.1221,2079.446,2380.841
2023-10-26 09:00:00,654.749,732.3854,846.32,877.0321,906.37933,991.1401,998.1875,1016.2311,1057.4419,1068.4889,1073.7301,1119.1726,1135.06,1163.8716,1151.1929,1183.2338,1192.5199,1218.1089,1228.0671,1240.306,1276.1436,1281.7363,1296.4923,1303.6556,1307.5938,1331.6959,1332.0908,1355.8298,1357.4159,1375.5753,1387.952,1398.6893,1419.5116,1433.7047,1446.8755,1465.411,1487.447,1509.1694,1512.9285,1541.6722,1553.9476,1596.6398,1632.0677,1655.8788,1677.3204,1707.4872,1779.4084,1861.9424,1955.1306,2201.5042
2023-10-26 10:00:00,681.2172,753.6607,846.2119,878.00903,887.15515,978.25104,984.6328,1005.14606,1039.6647,1052.7043,1047.7751,1091.8052,1103.2926,1134.0736,1110.6031,1141.208,1167.1555,1174.7747,1189.9076,1197.7183,1231.4598,1229.7917,1246.9991,1250.5114,1259.5309,1277.1362,1271.4119,1300.5905,1301.4098,1318.0261,1322.1293,1341.6539,1350.7866,1366.4999,1370.4922,1387.0077,1415.2587,1434.6802,1450.8995,1464.0928,1474.341,1501.937,1524.1387,1556.6571,1575.3119,1598.5001,1644.6149,1735.362,1814.9985,2009.9884
