HourDK,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2022-12-21 05:00:00,340.7732,385.51672,436.5691,0.0,0.0,476.6931,483.11917,495.666,507.97568,515.6844,531.1099,546.7082,549.04785,578.6646,579.3154,599.2433,610.60443,632.11194,670.4147,723.5218
2022-12-21 06:00:00,330.5306,376.67114,430.09396,0.0,0.0,471.65988,479.12076,492.5847,505.98926,515.68396,531.2673,547.71246,551.354,582.4274,584.8936,608.04315,624.1567,648.6555,693.2061,750.25244
2022-12-21 07:00:00,325.72867,373.18515,431.92972,0.0,0.0,480.45502,489.63596,504.65768,519.8587,532.0798,548.078,566.8205,571.8382,605.62836,609.9812,636.5569,655.9681,682.4844,731.7927,791.28467
2022-12-21 08:00:00,342.98804,388.62756,450.12985,0.0,0.0,504.11713,513.4702,530.3613,547.3318,560.02203,575.7193,594.6273,602.2555,636.7321,641.59393,670.9967,694.879,720.7503,774.9941,834.12036
2022-12-21 09:00:00,376.7561,422.42917,488.07376,0.0,0.0,547.31116,557.76996,575.30493,595.3886,607.4838,624.1077,643.8255,653.648,688.7892,693.6419,725.1943,752.1614,775.1765,830.9195,888.39777
2022-12-21 10:00:00,427.3432,473.7111,547.5873,0.0,0.0,614.57684,627.8073,643.3169,666.59357,679.40045,695.5894,717.8814,727.594,763.2915,766.4446,797.54376,822.8007,839.1855,886.7637,937.24695
2022-12-21 11:00:00,495.06406,539.1025,616.2984,0.0,0.0,688.9378,701.24225,716.6448,737.9039,752.1744,764.46594,786.3192,795.0779,830.6133,830.14343,858.149,880.0477,890.275,928.9303,967.01135
2022-12-21 12:00:00,526.2169,575.7826,659.5198,0.0,0.0,744.1806,757.3342,774.82574,797.1329,811.7872,824.0105,845.5139,856.71857,895.7366,892.92596,920.11224,942.38367,949.1264,981.6758,1011.314
2022-12-21 13:00:00,562.2382,615.7918,702.72797,0.0,0.0,789.705,802.783,819.1909,840.3833,855.85376,866.07983,886.92975,897.06775,935.6949,930.1203,954.7243,974.5788,977.0167,1001.9558,1024.3511
2022-12-21 14:00:00,612.6729,668.4543,752.7121,0.0,0.0,832.9228,843.8153,858.76337,877.11774,891.23236,900.1314,918.75385,926.83105,963.5025,955.9893,977.7762,995.78204,995.10254,1016.4206,1033.6843
2022-12-21 15:00:00,646.1832,711.1672,797.2841,0.0,0.0,876.65985,886.7252,900.4028,916.4062,929.9933,938.15564,954.6017,960.3796,996.7629,985.9717,1005.0075,1019.9264,1017.3924,1033.2593,1045.2314
