HourDK,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2022-12-21 05:00:00,0.0,0.0,705.8727,729.14856,0.0,0.0,856.93744,0.0,924.8929,0.0,980.12476,0.0,1035.9877,1105.9668,0.0,1167.9462,1225.0735,1254.545,1395.4739,1584.838
2022-12-21 06:00:00,0.0,0.0,702.8502,725.9322,0.0,0.0,853.6912,0.0,920.4896,0.0,975.2856,0.0,1031.697,1100.9432,0.0,1163.6616,1219.8373,1248.5891,1388.7234,1577.1005
2022-12-21 07:00:00,0.0,0.0,706.7476,731.1486,0.0,0.0,858.989,0.0,926.5225,0.0,980.8325,0.0,1037.8264,1106.3684,0.0,1169.3291,1224.7709,1253.104,1393.8839,1580.6832
2022-12-21 08:00:00,0.0,0.0,727.8383,754.5422,0.0,0.0,882.63214,0.0,953.1167,0.0,1008.23126,0.0,1066.3304,1135.4294,0.0,1198.0724,1254.1343,1281.976,1423.4257,1610.2815
2022-12-21 09:00:00,0.0,0.0,775.98816,806.7103,0.0,0.0,935.74756,0.0,1011.603,0.0,1068.9009,0.0,1129.362,1200.7057,0.0,1262.5787,1320.0824,1346.6813,1488.5724,1676.8918
2022-12-21 10:00:00,0.0,0.0,831.32513,867.13336,0.0,0.0,997.317,0.0,1078.9806,0.0,1138.4235,0.0,1201.4614,1275.025,0.0,1335.9418,1394.1335,1419.2532,1561.4932,1750.6865
2022-12-21 11:00:00,0.0,0.0,878.3624,918.889,0.0,0.0,1049.8002,0.0,1136.1262,0.0,1197.6056,0.0,1262.501,1337.2162,0.0,1397.6187,1455.92,1479.6415,1622.1931,1811.7897
2022-12-21 12:00:00,0.0,0.0,927.4784,971.27264,0.0,0.0,1103.2273,0.0,1192.4252,0.0,1257.8523,0.0,1323.5457,1400.7598,0.0,1460.9373,1518.9745,1541.1654,1683.447,1875.3357
2022-12-21 13:00:00,0.0,0.0,995.4316,1043.621,0.0,0.0,1177.2982,0.0,1271.0865,0.0,1340.2471,0.0,1406.8612,1484.6155,0.0,1545.1597,1601.2501,1620.8314,1765.2067,1955.9977
2022-12-21 14:00:00,0.0,0.0,1102.6106,1156.4728,0.0,0.0,1292.3063,0.0,1393.1663,0.0,1467.3008,0.0,1534.6543,1612.7113,0.0,1672.8755,1724.9387,1739.6155,1887.0862,2073.832
2022-12-21 15:00:00,0.0,0.0,1255.6313,1314.2493,0.0,0.0,1451.6886,0.0,1561.9615,0.0,1639.556,0.0,1707.0339,1784.5011,0.0,1841.8943,1887.2614,1895.4741,2043.497,2221.3804
2022-12-21 16:00:00,0.0,0.0,1426.3699,1485.352,0.0,0.0,1623.2301,0.0,1740.4896,0.0,1817.938,0.0,1884.3002,1958.4338,0.0,2011.7782,2048.623,2050.9827,2193.8796,2359.126
2022-12-21 17:00:00,0.0,0.0,1552.4601,1609.635,0.0,0.0,1747.5248,0.0,1865.8958,0.0,1942.6025,0.0,2006.8657,2076.0703,0.0,2127.7769,2156.808,2155.1843,2292.6565,2446.9727
2022-12-21 18:00:00,0.0,0.0,1574.7151,1633.0488,0.0,0.0,1771.0316,0.0,1887.5631,0.0,1965.8271,0.0,2028.6929,2095.7874,0.0,2149.0642,2174.6238,2172.1619,2310.4949,2461.564
2022-12-21 19:00:00,0.0,0.0,1504.1133,1565.5242,0.0,0.0,1703.2052,0.0,1818.2424,0.0,1899.2589,0.0,1962.57,2030.9673,0.0,2086.944,2115.263,2113.819,2257.7632,2413.2144
2022-12-21 20:00:00,0.0,0.0,1418.023,1480.9332,0.0,0.0,1617.4307,0.0,1731.9019,0.0,1814.0483,0.0,1878.4104,1949.1414,0.0,2006.2078,2040.4857,2039.5804,2187.9744,2349.0798
2022-12-21 21:00:00,0.0,0.0,1377.5913,1440.1741,0.0,0.0,1575.2874,0.0,1690.7554,0.0,1772.3367,0.0,1837.2867,1909.7095,0.0,1965.7213,2004.5808,2002.848,2152.5564,2315.8914
