HourDK,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
2022-12-21 05:00:00,426.77243,471.04562,532.378,565.0045,607.049,663.48663,697.7237,717.79944,741.7078,754.0877,785.6753,791.235,805.85486,822.77185,843.81885,849.5207,865.9715,872.34534,890.72003,907.3667,911.1683,927.6705,940.36304,951.4095,965.60736,982.5739,992.88727,1015.92755,1027.7617,1031.546,1054.3077,1060.0695,1074.8362,1093.9724,1112.0261,1125.6158,1126.7979,1151.6388,1164.3109,1176.5442,1195.5886,1231.5593,1246.6638,1269.133,1298.9331,1354.5078,1391.9651,1465.7285,1570.5443,1744.4254
2022-12-21 06:00:00,372.86746,431.7745,497.12952,530.1566,577.3085,633.9485,669.7833,692.6243,719.0898,731.79297,764.62915,773.3707,787.5549,805.0106,828.25824,833.1564,851.1322,859.9137,877.6956,897.00995,902.51917,917.18506,933.0744,943.59607,958.6861,976.57556,986.2915,1010.6846,1021.7482,1028.8766,1050.6708,1060.6104,1075.8121,1094.339,1112.0233,1126.1342,1129.7002,1153.9783,1166.083,1177.4364,1200.497,1237.4473,1254.8077,1279.6093,1309.7535,1366.7496,1406.0529,1479.7347,1585.4276,1777.7635
2022-12-21 07:00:00,357.95245,433.23715,499.2202,534.67645,584.0728,638.46326,673.8315,697.27686,723.73285,737.5284,769.7318,780.1308,792.84344,810.82605,834.3387,838.3027,857.06964,867.2183,883.03516,903.5748,909.74164,923.2027,939.76855,950.7266,964.3262,982.341,991.61224,1016.9519,1026.0529,1034.9094,1054.6842,1065.8376,1081.9222,1099.4001,1115.5382,1130.8379,1134.6106,1156.607,1166.9823,1178.3523,1201.9691,1238.0496,1256.0964,1280.7297,1309.741,1363.5238,1402.52,1471.7146,1574.0784,1761.8204
2022-12-21 08:00:00,414.69333,500.95343,561.47156,598.6605,647.15735,697.51324,731.1993,753.28864,777.48676,791.96576,822.38855,831.9937,843.2923,860.03436,882.76385,884.85455,903.84125,914.0997,926.8698,946.5594,951.981,964.1898,979.67303,989.9513,1000.7508,1016.1889,1023.28735,1049.1823,1055.4011,1063.7751,1080.9546,1090.0315,1104.8721,1120.4069,1133.1963,1148.4314,1148.496,1166.2063,1171.5774,1181.924,1201.5985,1233.307,1248.6213,1268.6105,1293.512,1338.0276,1368.6648,1426.7045,1511.0493,1672.1088
2022-12-21 09:00:00,519.2281,608.9764,664.5735,697.1411,742.03754,789.971,821.69116,840.51514,861.6073,874.85266,904.08044,910.8742,921.1784,936.2136,957.93225,958.08954,975.7372,985.60223,995.53467,1014.32074,1017.82495,1030.1323,1043.414,1053.2435,1061.6469,1075.6001,1081.701,1107.4012,1112.139,1117.5908,1133.6405,1141.3342,1153.9445,1170.168,1180.3677,1195.2007,1192.4103,1208.9855,1212.5643,1223.1202,1240.4423,1268.4594,1281.8417,1299.8954,1321.0607,1360.1007,1386.3934,1439.3828,1512.659,1649.5024
2022-12-21 10:00:00,619.093,707.7167,762.99176,791.80945,833.1503,880.53436,911.0637,927.6361,945.6918,957.84204,985.66986,990.1429,999.46735,1014.2195,1034.1266,1033.4187,1049.3489,1058.794,1066.8613,1084.7976,1086.8108,1100.4652,1110.3057,1121.1766,1127.0829,1140.5566,1148.0546,1171.9775,1175.9719,1178.121,1193.9633,1200.6166,1212.0275,1229.8329,1238.668,1253.2144,1248.8784,1264.8292,1269.5751,1280.7104,1296.3489,1321.4739,1333.9392,1352.1797,1370.322,1406.323,1432.8418,1484.3506,1552.473,1671.6692
2022-12-21 11:00:00,689.6322,781.3591,839.2721,867.7803,907.408,954.9953,985.9114,1001.36646,1017.6661,1029.4484,1056.219,1060.131,1067.9554,1082.6381,1101.7185,1099.8147,1115.6613,1124.6273,1131.7578,1148.8289,1149.846,1163.7623,1172.1847,1183.0565,1187.9144,1200.4142,1207.4441,1231.1339,1234.6743,1234.9442,1251.0161,1256.8298,1267.2705,1285.0455,1292.4344,1307.0675,1300.4496,1317.5865,1321.5679,1333.2397,1347.2269,1372.3541,1383.6835,1401.0789,1417.6606,1452.378,1477.4955,1527.0372,1591.8048,1700.7457
2022-12-21 12:00:00,718.68713,827.0417,887.12787,921.8832,963.90924,1009.022,1043.953,1060.4364,1078.3085,1092.1733,1118.9642,1123.1407,1130.5284,1145.1431,1165.6566,1164.1901,1181.1497,1190.691,1197.027,1213.281,1214.6484,1229.3835,1237.4094,1248.4255,1253.8625,1266.5187,1271.0938,1299.7191,1302.8372,1302.3636,1319.5369,1325.0153,1336.632,1353.48,1359.4889,1376.4518,1367.5104,1388.0154,1390.8832,1404.3153,1415.7069,1444.9591,1455.6987,1470.6786,1488.7903,1524.6987,1548.3413,1597.3611,1666.6217,1781.3353
2022-12-21 13:00:00,671.6805,808.4551,874.4859,925.9844,976.3704,1021.79407,1066.5475,1087.744,1114.5143,1133.0818,1164.7983,1169.522,1181.0615,1197.5212,1223.3033,1226.4286,1245.7573,1257.5908,1266.6047,1282.6927,1285.4388,1305.5873,1313.6666,1327.1936,1335.3307,1352.5394,1354.8583,1394.7384,1398.9371,1398.3162,1419.987,1426.9908,1442.3835,1461.5829,1467.8286,1490.1278,1479.7825,1508.135,1512.8644,1531.6637,1539.8633,1580.3666,1592.4586,1606.5298,1633.5427,1678.5386,1704.6335,1763.1237,1857.432,2008.1888
2022-12-21 14:00:00,641.7646,807.8646,883.7309,948.15765,1007.7106,1060.2008,1113.8251,1139.0521,1174.4749,1197.1827,1235.9274,1241.7358,1259.0105,1277.9072,1309.6711,1316.4915,1339.6869,1352.607,1366.3552,1383.759,1387.8376,1413.7983,1423.3551,1440.3358,1450.4857,1473.4933,1476.1609,1525.544,1532.2233,1530.7086,1559.1327,1567.645,1586.3496,1610.2799,1618.9138,1645.0632,1633.433,1669.9298,1676.8038,1701.619,1708.9427,1760.0564,1771.6335,1789.2114,1825.9954,1882.5668,1911.9193,1985.1665,2108.1362,2299.3118
2022-12-21 15:00:00,788.9347,958.7503,1036.0461,1099.135,1157.8054,1214.7329,1266.2263,1292.3466,1327.0221,1349.0598,1391.6088,1396.5891,1412.6572,1432.95,1463.7301,1469.6627,1493.8674,1506.1832,1521.4711,1540.3958,1541.89,1568.3412,1579.355,1595.0001,1605.7078,1629.8837,1634.2809,1683.4895,1690.8829,1688.4259,1717.3765,1725.9457,1743.6842,1767.9926,1778.5251,1804.9274,1792.3287,1828.527,1837.0574,1862.5165,1869.0856,1921.5758,1931.7731,1951.4426,1989.56,2049.9526,2077.0154,2150.7148,2278.4011,2474.2715
2022-12-21 16:00:00,1031.425,1191.9152,1264.1376,1318.6202,1370.551,1429.0935,1471.6454,1496.1915,1524.2433,1542.6859,1584.814,1588.5526,1599.5394,1619.358,1645.4568,1646.702,1669.914,1681.7158,1695.2103,1714.4128,1711.9541,1735.2917,1747.0029,1759.2098,1768.8705,1789.3589,1794.3191,1837.6367,1842.5398,1839.8705,1864.6852,1871.9735,1885.2811,1908.6943,1918.2285,1942.2689,1928.1715,1958.796,1965.7921,1988.4706,1993.8828,2039.952,2049.5278,2068.6682,2100.8218,2155.673,2174.7637,2238.586,2349.3906,2515.726
2022-12-21 17:00:00,1261.9066,1393.6549,1452.8494,1497.7417,1542.3666,1599.2211,1631.6859,1654.648,1674.6412,1688.4429,1727.0952,1728.608,1735.2474,1753.2485,1774.6786,1770.026,1791.5721,1804.4661,1813.4994,1831.8723,1827.1339,1847.075,1857.1294,1867.6285,1875.0593,1890.0627,1896.2023,1932.3145,1931.5768,1929.8583,1948.8627,1955.266,1964.6532,1988.0807,1996.4717,2017.278,2001.6917,2024.9727,2030.24,2049.5024,2052.803,2090.1775,2100.197,2119.8406,2142.6826,2189.0015,2200.1797,2254.037,2343.8127,2467.1392
2022-12-21 18:00:00,1313.732,1407.8893,1459.5905,1505.878,1548.2831,1603.7308,1634.3524,1658.5377,1678.1606,1691.873,1728.5676,1727.5293,1734.9569,1754.1099,1773.3121,1768.1733,1790.4011,1803.4712,1810.8608,1828.2742,1824.2094,1846.3596,1852.6418,1867.3273,1873.208,1888.3582,1897.9055,1932.7598,1928.2903,1926.961,1945.6205,1951.6805,1963.2806,1989.7836,1998.4646,2019.7196,2004.1442,2026.9036,2035.5946,2056.942,2056.4185,2093.6426,2107.2366,2130.5571,2151.1614,2198.3938,2213.958,2270.475,2369.107,2482.3718
