HourDK,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2023-10-26 01:00:00,965.69086,1075.4805,1135.575,1171.0409,1201.3193,1230.0016,1260.469,1302.2183,1326.0422,1353.3546,1368.138,1391.1521,1420.3959,1465.4155,1496.714,1544.7185,1592.5408,1634.9899,1745.7491,1848.4985
2023-10-26 02:00:00,932.6896,1036.4786,1099.5609,1135.1809,1164.2329,1194.7965,1224.8641,1264.248,1287.2345,1314.3054,1328.5073,1352.2181,1379.5275,1422.7927,1452.2007,1498.7288,1542.3644,1582.1139,1681.6743,1779.1088
2023-10-26 03:00:00,919.21454,1013.18787,1076.117,1110.7217,1137.7545,1169.463,1198.4622,1232.2386,1253.6866,1278.2178,1291.464,1313.7269,1337.5093,1376.7528,1401.129,1444.4625,1481.1754,1517.4066,1603.2422,1691.8993
2023-10-26 04:00:00,952.2529,1037.7554,1095.7047,1127.813,1152.1826,1182.5945,1211.8053,1239.1705,1259.4714,1281.0472,1294.0565,1314.1389,1334.493,1371.3104,1391.0035,1431.8632,1463.8864,1498.8455,1581.076,1665.6562
2023-10-26 05:00:00,979.57794,1069.7104,1125.9374,1159.4053,1184.2849,1216.4277,1247.458,1275.685,1297.6877,1321.1051,1334.9656,1357.4142,1376.9873,1416.8975,1436.995,1478.4292,1510.9718,1549.2775,1639.7097,1726.9363
2023-10-26 06:00:00,984.27966,1082.5433,1141.3721,1179.0875,1206.203,1243.9679,1274.753,1307.142,1331.406,1358.8987,1373.705,1402.2144,1422.4434,1467.7251,1491.3312,1537.2258,1573.337,1619.2533,1720.5465,1817.276
2023-10-26 07:00:00,991.88617,1093.7174,1154.6385,1193.5345,1221.2343,1262.2327,1292.5046,1327.6266,1353.235,1383.7656,1399.879,1432.6102,1454.6216,1504.436,1531.8547,1583.2695,1623.3201,1675.8807,1787.5941,1896.7108
2023-10-26 08:00:00,941.72375,1048.9607,1113.2241,1153.3446,1182.917,1225.3395,1260.3003,1296.7377,1324.7277,1357.7423,1376.0771,1411.8824,1434.221,1488.7026,1518.0542,1571.4457,1613.8986,1669.8695,1792.9906,1910.6401
2023-10-26 09:00:00,857.8654,967.0136,1032.7089,1073.386,1104.3385,1144.666,1182.2255,1216.725,1244.6754,1276.2864,1294.4995,1329.1821,1349.6583,1403.6356,1431.5347,1481.3429,1523.0807,1577.226,1701.1274,1816.5757
2023-10-26 10:00:00,793.2467,904.46405,970.3585,1011.0651,1043.8356,1081.8583,1117.4435,1154.2649,1181.5435,1212.1871,1229.5507,1261.2239,1284.3066,1336.5778,1365.6458,1414.8792,1458.9791,1510.7897,1633.6412,1749.1036
2023-10-26 11:00:00,740.2714,854.1036,921.4538,963.9296,998.3147,1038.2068,1073.5563,1112.9708,1140.8026,1173.0808,1190.4379,1223.7294,1247.8406,1300.7505,1330.8602,1381.0372,1426.2688,1479.7651,1603.8047,1722.0879
2023-10-26 12:00:00,681.0427,790.0454,855.34125,896.70575,930.4406,969.3649,1001.3112,1040.3359,1066.841,1098.0333,1114.0963,1146.3124,1170.3162,1220.2205,1249.4238,1298.1406,1341.5562,1393.5734,1510.7087,1625.6569
2023-10-26 13:00:00,632.1581,730.5844,791.71893,829.31915,860.3482,895.9429,922.6601,958.42694,981.85956,1009.6713,1023.60675,1051.8625,1074.93,1118.2915,1144.6335,1190.6313,1229.5519,1277.1556,1380.3074,1487.2798
2023-10-26 14:00:00,573.81177,669.3939,731.0795,769.2464,800.0332,835.8342,859.84064,894.2977,916.5018,943.2415,955.84656,984.52704,1005.5862,1045.8508,1070.7455,1115.2444,1151.6744,1199.2155,1295.3969,1399.2344
2023-10-26 15:00:00,542.2438,634.2547,694.9861,732.9111,762.74115,797.7492,820.4758,852.0393,872.93005,898.0715,909.471,937.8297,956.1111,993.77155,1016.3327,1057.9387,1091.1117,1137.3197,1226.634,1324.7952
2023-10-26 16:00:00,541.4769,632.3541,692.5468,730.32983,759.71704,794.41614,817.423,847.368,867.8235,892.3691,903.4474,931.53375,948.54254,985.72095,1007.1805,1047.4641,1079.279,1124.6721,1211.8092,1307.3022
2023-10-26 17:00:00,545.97205,640.1956,701.9998,741.5212,771.6503,807.7551,832.03314,862.34094,883.48206,909.22894,920.7816,950.96497,967.3299,1006.6986,1029.2992,1071.2277,1104.8424,1153.1464,1246.0116,1346.2158
2023-10-26 18:00:00,535.7493,630.9852,692.4921,732.45325,762.67145,798.5813,823.76324,853.7066,874.98987,901.06757,912.8076,943.6946,959.20624,999.2872,1022.24274,1064.8588,1099.4836,1149.2491,1246.1552,1349.0645
2023-10-26 19:00:00,518.5759,611.0947,669.7472,707.9038,737.2907,771.0516,796.35236,825.12823,845.82916,870.94257,882.52936,911.7182,926.9658,965.8188,987.94586,1029.637,1063.7021,1112.0078,1208.7031,1310.3008
2023-10-26 20:00:00,499.20123,588.4011,644.81116,681.18274,710.092,742.04944,766.7959,794.76935,814.92194,838.74005,850.0132,877.044,892.8201,930.31,951.39954,991.16254,1024.0259,1069.3983,1162.6549,1260.6019
2023-10-26 21:00:00,471.79456,560.0915,615.37946,651.28204,680.7056,711.87726,736.21295,764.5064,784.6585,807.83673,818.9586,844.8419,861.34143,898.39703,919.1648,957.6886,990.45654,1034.2284,1126.5017,1222.6575
2023-10-26 22:00:00,465.69977,548.6003,600.0281,633.205,660.9521,689.1892,712.8928,738.7635,757.63837,778.90155,789.3457,812.40753,828.34155,863.1451,882.05023,917.93933,948.49133,988.57135,1075.5558,1165.9491
