HourDK,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
2022-12-21 05:00:00,-0.00060400367,-0.010227039,-0.0029025078,-0.0031529218,-0.00040694326,-0.01350873,-0.008544497,-0.008167021,-0.01218196,-0.00064508617,-0.00076910853,-0.0024164394,-0.0006745532,-0.0021482557,0.0009060353,2.7567148e-06,-0.0006028712,0.00031525642,0.0010596067,-0.00032887608,-0.00043661892,-0.00013866276,0.00044468418,0.0018046703,8.620741e-05,0.0031800482,0.0013253409,-0.0005108919,0.00083159655,-0.000819996,-0.00013653748,-0.00020483881,0.0005614124,0.0007830113,0.001371868,0.0016736053,0.0011915937,0.003865689,0.0014770478,0.0028251782,0.006494738,0.0002720505,0.0037568137,0.00047947466,0.0062084943,-0.0003013909,0.0017330796,0.010553092,0.004316777,0.0075603127
2022-12-21 06:00:00,-0.00060400367,-0.010227039,-0.0029025078,-0.0031529218,-0.00040694326,-0.01350873,-0.008544497,-0.008167021,-0.01218196,-0.00064508617,-0.00076910853,-0.0024164394,-0.0006745532,-0.0021482557,0.0009060353,2.7567148e-06,-0.0006028712,0.00031525642,0.0010596067,-0.00032887608,-0.00043661892,-0.00013866276,0.00044468418,0.0018046703,8.620741e-05,0.0031800482,0.0013253409,-0.0005108919,0.00083159655,-0.000819996,-0.00013653748,-0.00020483881,0.0005614124,0.0007830113,0.001371868,0.0016736053,0.0011915937,0.003865689,0.0014770478,0.0028251782,0.006494738,0.0002720505,0.0037568137,0.00047947466,0.0062084943,-0.0003013909,0.0017330796,0.010553092,0.004316777,0.0075603127
2022-12-21 07:00:00,-0.00060400367,-0.010227039,-0.0029025078,-0.0031529218,-0.00040694326,-0.01350873,-0.008544497,-0.008167021,-0.01218196,-0.00064508617,-0.00076910853,-0.0024164394,-0.0006745532,-0.0021482557,0.0009060353,2.7567148e-06,-0.0006028712,0.00031525642,0.0010596067,-0.00032887608,-0.00043661892,-0.00013866276,0.00044468418,0.0018046703,8.620741e-05,0.0031800482,0.0013253409,-0.0005108919,0.00083159655,-0.000819996,-0.00013653748,-0.00020483881,0.0005614124,0.0007830113,0.001371868,0.0016736053,0.0011915937,0.003865689,0.0014770478,0.0028251782,0.006494738,0.0002720505,0.0037568137,0.00047947466,0.0062084943,-0.0003013909,0.0017330796,0.010553092,0.004316777,0.0075603127
2022-12-21 08:00:00,-0.14246899,-0.07790725,-0.06376898,-0.064982,-0.03203834,-0.03575448,0.0018349141,0.0173245,0.037284456,0.08081962,0.079369344,0.09638939,0.10934083,0.12343341,0.1493045,0.15058717,0.15807866,0.1599263,0.17080197,0.18005358,0.18191627,0.19981964,0.19495161,0.22151245,0.2208319,0.2338398,0.2345181,0.24107642,0.24917701,0.25237173,0.2676907,0.27205634,0.2918644,0.28653213,0.28723446,0.28000686,0.3067382,0.31480882,0.31626928,0.3552624,0.3710575,0.3767982,0.38922417,0.4182985,0.44515467,0.4339971,0.49350435,0.5563906,0.5276252,0.6480459
2022-12-21 09:00:00,0.5849851,0.8456857,1.6201668,1.8185178,2.1912456,2.152358,2.5748985,2.5375333,2.8486288,3.1520507,3.182735,3.5747437,3.8209045,3.956495,4.1176105,4.243052,4.5025887,4.66791,4.7642565,5.0708385,5.3632784,5.6533747,5.9376745,6.315489,6.5624323,6.8525825,7.178944,7.4452076,7.7135024,7.8876467,8.327525,8.558084,9.0762205,9.194353,9.611071,9.977448,10.475427,11.00693,11.572872,12.338251,13.110347,13.941973,14.450773,15.797433,17.21424,17.97265,19.89836,22.140917,23.762072,31.726675
2022-12-21 10:00:00,4.2991047,4.670785,5.7912216,6.137362,6.7530565,6.456243,7.136475,7.148181,7.743182,8.263883,8.442722,9.188969,10.034804,10.196158,10.642584,11.0035,11.704682,12.287142,12.540447,13.171768,13.926328,14.622572,15.343204,16.70737,17.31396,18.091341,18.825773,19.538252,20.32917,20.927675,22.171625,22.702982,23.9923,24.527878,25.566772,26.704948,27.803432,29.171808,30.512253,32.08978,33.710735,35.43943,36.63713,39.293823,42.130527,43.716537,47.62084,52.312172,56.093422,72.53891
2022-12-21 11:00:00,6.818041,8.911707,9.966009,10.27409,10.84772,10.552182,11.147433,11.388261,12.160713,13.023207,13.335433,14.102645,15.301798,15.358994,15.979511,16.443897,17.340145,18.123508,18.593136,19.497742,20.405674,21.155682,22.210602,23.889107,24.700912,25.695211,26.634666,27.577158,28.485367,29.282877,30.814133,31.74979,33.430508,34.044567,35.40579,37.07981,38.50451,40.484768,42.425056,44.615093,46.827194,49.505013,51.26936,54.97654,59.3051,61.785862,67.246376,74.01128,79.61474,105.234
2022-12-21 12:00:00,5.285964,7.33566,9.366947,10.066399,11.01429,11.111698,11.902175,12.103842,13.189674,14.148795,14.550557,15.361567,16.526005,16.853989,17.524092,18.155958,19.019363,19.660915,20.191101,20.98923,21.67205,22.357964,23.189882,24.661,25.364805,26.358168,27.215485,28.0078,28.813019,29.585497,30.790596,31.434683,32.796906,33.239635,34.2334,35.577854,36.70751,38.274967,39.829517,41.638508,43.44352,45.62251,46.83025,49.67586,52.980663,54.606358,58.91124,64.544945,68.17031,86.81946
2022-12-21 13:00:00,7.1695476,6.425233,8.168839,8.045903,8.648198,8.301266,9.278195,9.206163,10.194616,11.3728,11.685804,12.403848,13.362213,13.664806,14.244298,14.646086,15.345946,15.461178,15.869877,16.48865,17.04242,17.559132,17.898458,19.241125,19.811037,20.512686,21.171091,21.726973,22.42712,23.006567,24.217941,24.699095,25.808561,25.915028,26.686306,27.358461,28.399933,29.466188,30.398333,31.630545,32.86943,34.01227,34.84138,36.943577,39.166462,39.925713,42.730064,46.552437,47.78304,60.519703
2022-12-21 14:00:00,2.633775,3.011523,3.706189,3.6993601,4.043296,3.8273005,4.372697,4.232495,4.725287,5.230553,5.2328644,5.765765,6.172452,6.412883,6.658518,6.8976536,7.2139125,7.3398643,7.528626,7.904654,8.290664,8.582967,8.918029,9.779149,10.157798,10.642083,11.142721,11.57328,12.081418,12.517875,13.149018,13.502414,14.182555,14.39787,14.942257,15.406607,16.089735,16.801285,17.382048,18.17604,19.12842,19.892454,20.614147,21.923014,23.3261,23.985952,25.946789,28.24962,29.28937,37.97009
