,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2023-09-05 13:00:00,0.0,365.5175,0.0,423.05698,436.36826,0.0,465.97656,474.62537,490.6139,495.40445,0.0,524.79675,0.0,549.98676,561.54065,582.89264,603.98584,626.6725,666.8815,721.38074
2023-09-05 14:00:00,0.0,240.71585,0.0,279.3517,286.71167,0.0,304.2563,307.6496,316.94293,319.74408,0.0,335.98566,0.0,350.48627,356.57834,367.42688,382.13354,396.48404,420.23096,457.28558
2023-09-05 15:00:00,0.0,95.21974,0.0,111.32437,113.90171,0.0,120.45669,118.497665,123.78935,123.39771,0.0,131.37389,0.0,135.75092,138.235,141.14178,147.02217,152.96008,164.40974,188.71506
2023-09-05 16:00:00,0.0,156.09468,0.0,185.55724,191.53433,0.0,204.03455,203.64658,211.47928,214.53647,0.0,224.84306,0.0,234.67947,238.64069,246.0162,257.26566,267.9121,289.1589,326.43008
2023-09-05 17:00:00,0.0,340.7072,0.0,398.25375,410.0257,0.0,439.74722,450.4831,462.73795,468.51196,0.0,491.90222,0.0,516.21826,524.46954,541.0619,562.9698,583.5166,607.9687,645.9023
2023-09-05 18:00:00,0.0,500.44916,0.0,587.41125,608.54315,0.0,647.8139,668.5562,685.3992,696.04156,0.0,734.48456,0.0,772.76135,791.2267,814.6867,843.4949,872.1624,927.2103,1010.38983
2023-09-06 06:00:00,0.0,651.0256,0.0,730.7403,743.42896,0.0,780.9825,795.2147,810.5831,821.50867,0.0,845.24896,0.0,874.28845,888.3158,908.6715,929.6324,952.0888,994.11804,1063.0259
2023-09-06 07:00:00,0.0,628.96796,0.0,701.6981,715.82654,0.0,742.5817,750.7079,767.9667,770.797,0.0,798.5892,0.0,823.0442,831.8188,848.8017,868.91675,888.85236,925.5267,981.21173
2023-09-06 08:00:00,0.0,563.3167,0.0,635.31635,650.78424,0.0,677.84686,687.5137,704.8827,708.5057,0.0,737.39105,0.0,764.22186,773.7147,791.8093,812.483,833.919,874.21075,933.1198
2023-09-06 09:00:00,0.0,560.64844,0.0,628.0943,641.8065,0.0,665.7,673.2311,689.21204,691.4555,0.0,717.7979,0.0,741.26526,749.4125,765.1017,785.3233,804.78906,839.56934,888.13104
2023-09-06 10:00:00,0.0,499.5388,0.0,567.2248,580.5993,0.0,607.18494,616.45404,631.8851,636.00696,0.0,662.59656,0.0,687.5377,697.5032,715.6254,737.53265,759.964,796.86096,847.44836
2023-09-06 11:00:00,0.0,358.37762,0.0,414.66437,425.7363,0.0,452.9159,461.06067,474.67624,480.145,0.0,504.15247,0.0,526.52875,537.5672,556.1807,576.738,598.4441,633.36475,681.0681
2023-09-06 12:00:00,0.0,201.31937,0.0,232.97122,238.97804,0.0,252.24728,254.28758,262.74615,263.54913,0.0,278.73648,0.0,290.9914,295.00677,302.9,314.57822,325.6766,343.85837,374.747
2023-09-06 13:00:00,0.0,71.783516,0.0,79.85064,81.47817,0.0,85.75886,80.834694,85.9911,84.52814,0.0,91.63269,0.0,93.16256,93.98486,95.04982,99.053276,101.27039,107.5422,127.0803
2023-09-06 14:00:00,0.0,92.05759,0.0,109.33719,112.660614,0.0,118.76268,116.42495,121.90882,121.73544,0.0,129.88847,0.0,134.62201,136.69363,139.58975,146.4707,152.78314,164.82507,190.56148
2023-09-06 15:00:00,0.0,208.79973,0.0,243.74086,249.98529,0.0,265.24463,266.1045,274.35995,278.14407,0.0,289.28568,0.0,301.39978,305.19394,313.90674,327.57852,339.91443,360.37448,396.9
2023-09-06 16:00:00,0.0,355.85202,0.0,408.5852,417.94528,0.0,438.98895,445.90875,456.20956,459.99286,0.0,478.15216,0.0,497.07227,503.0091,514.82806,532.7662,549.93604,573.8725,614.8429
2023-09-06 17:00:00,0.0,519.09674,0.0,584.4949,596.78577,0.0,618.48895,628.13654,641.1447,641.91327,0.0,668.3363,0.0,690.51776,697.872,710.4287,729.7144,748.46735,776.20624,822.9721
2023-09-06 18:00:00,0.0,619.7438,0.0,692.39246,707.65405,0.0,731.16144,739.7495,756.63684,756.6501,0.0,787.6326,0.0,811.65283,820.0156,835.0516,856.2869,876.0867,909.80347,958.9428
2023-09-07 06:00:00,0.0,638.36035,0.0,712.52075,728.1895,0.0,748.7251,758.3577,773.56415,772.8563,0.0,802.48047,0.0,826.5163,834.0839,846.4802,867.92725,886.99176,919.637,965.8384
