,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
2023-11-20 11:00:00,11.851721,17.266,20.512442,22.87403,24.748617,26.193878,27.134565,28.396118,28.787079,29.672682,30.777391,31.53879,32.254333,33.046085,33.62699,34.500244,34.96841,35.520092,36.161125,36.762695,37.512383,38.025913,38.703163,38.966007,39.512547,40.35524,40.793716,41.43383,41.90455,42.308464,42.697605,43.16538,43.553154,44.050694,44.453197,44.87782,45.249977,45.70112,45.974648,46.700138,46.974453,47.31245,48.121178,48.66235,49.548035,50.589695,51.608383,53.590218,55.84501,64.510605
2023-11-20 12:00:00,14.669548,19.495792,21.408615,23.154366,24.686531,26.027056,26.58449,27.705027,27.614506,28.468874,29.675983,30.55362,31.18979,31.802422,32.349293,33.283714,33.605698,34.165638,34.98586,35.678715,36.407818,37.0136,37.98355,38.305855,38.933815,40.00895,40.572502,41.33353,41.793224,42.50828,43.00072,43.79481,44.461693,45.303516,45.851547,46.92834,47.865276,48.56459,49.365246,50.40703,50.943333,51.68571,52.84171,53.773182,55.267212,56.881157,58.454544,61.21855,64.61869,77.63794
2023-11-20 13:00:00,8.072339,12.548593,14.133783,15.738268,17.081223,18.332067,18.697746,19.76953,19.679983,20.371881,21.386044,22.286299,22.77919,23.312906,23.720663,24.572836,24.839382,25.327436,25.942902,26.561726,27.207087,27.6122,28.453428,28.712603,29.265762,30.182898,30.728786,31.298748,31.688778,32.350334,32.75686,33.615505,34.132362,34.91572,35.475746,36.520023,37.501186,38.08859,38.998028,39.766525,40.23416,40.85789,41.97599,42.830307,44.241913,45.909485,47.265614,49.63143,52.48676,65.13966
2023-11-20 14:00:00,2.826993,6.118806,7.3763146,8.225742,9.193722,9.978903,10.374933,11.063625,11.142474,11.502231,12.0410595,12.537728,12.681713,12.988128,13.2311125,13.717823,13.85131,13.980752,14.353566,14.641672,15.022212,15.233508,15.728342,15.930755,16.17986,16.650892,16.991383,17.24173,17.489704,17.856287,18.085812,18.661322,19.040846,19.630527,19.947504,20.557367,21.151617,21.503492,22.191776,22.671776,23.20028,23.965044,24.812384,25.800505,26.975325,28.274078,29.785248,31.983044,34.53126,44.95453
2023-11-21 08:00:00,2.2195764,5.1395907,6.9011226,8.366719,9.310307,10.358201,10.880205,11.637818,12.011757,12.450946,12.920038,13.431888,13.74425,14.182579,14.504422,14.848339,15.109836,15.368084,15.53937,15.7340765,16.021505,16.240183,16.510899,16.69867,16.853388,17.19454,17.381992,17.604149,17.795012,18.03587,18.172132,18.431204,18.579557,18.764744,19.024378,19.174755,19.416359,19.607018,19.843647,20.151382,20.366676,20.568533,20.972515,21.323011,21.814566,22.624151,23.293528,24.815613,26.132584,32.941917
2023-11-21 09:00:00,26.235498,32.470367,36.075253,39.903908,42.547268,45.157753,46.409336,48.68781,48.976757,49.95282,51.299385,52.919384,53.605648,54.732918,55.34512,56.3803,56.770626,57.420284,58.1595,58.762646,59.723923,60.255928,61.29411,61.71213,62.31774,63.605564,64.236,64.95092,65.484,66.42488,66.87515,68.034424,68.88133,69.94726,70.865135,72.44317,73.83527,74.43306,75.961784,77.262985,78.028854,78.660545,80.252365,81.42829,83.39882,85.98616,87.60224,91.53636,94.69766,112.104614
2023-11-21 10:00:00,49.714848,60.14148,67.43618,73.16069,76.5752,80.41863,81.87952,85.62493,86.821915,88.802155,91.690315,94.22907,95.7673,98.19362,99.61685,102.11605,103.09621,104.4267,106.1544,107.687065,109.311035,110.46855,112.5922,113.352936,114.75775,116.463776,117.49714,119.102425,120.04979,121.25539,122.33676,123.692604,124.38113,125.60612,126.998055,128.02017,129.49866,130.58542,131.83531,133.41173,134.47083,135.19571,137.41399,138.67197,140.63824,143.69682,145.30318,150.61975,156.56372,171.97523
2023-11-21 11:00:00,64.74116,73.24812,79.033325,84.44176,88.22616,92.361404,93.8262,97.504715,97.54195,100.00164,103.78209,106.86358,108.77485,111.273865,112.940186,115.94791,116.9895,118.56038,121.08237,123.07875,125.46225,127.21186,130.42502,131.1682,133.35452,136.20135,138.1843,140.27847,141.4502,143.61998,145.2425,147.76758,149.64313,152.10588,153.95073,157.35556,160.47083,162.34895,165.24083,168.51358,170.34865,172.08966,175.70163,178.31366,182.28743,187.0017,190.69562,198.34709,208.737,241.26025
2023-11-21 12:00:00,46.01301,57.786747,65.4605,70.688995,74.01325,78.46364,80.86003,84.44126,85.57284,88.103035,91.99388,95.42322,97.53648,100.10276,102.1172,105.088776,106.80138,108.735504,111.39139,113.873825,116.56957,118.797806,121.85799,123.50539,125.29374,128.46544,130.77496,133.13272,135.11371,137.62619,139.37921,141.94362,143.95149,146.74257,149.11714,151.25325,154.09354,156.37791,158.43242,161.87679,163.76372,165.98753,169.39601,172.3992,176.33012,181.62552,186.53033,194.89917,207.70087,236.02228
2023-11-21 13:00:00,31.692333,51.78618,56.780354,58.83109,61.486126,64.6499,68.08353,71.24781,72.16536,75.68616,77.95956,80.402534,82.55492,84.72319,85.9487,87.54105,89.17824,90.41957,91.91442,93.62366,95.20852,96.42287,98.17659,99.11263,99.85821,101.50726,103.07141,104.29995,105.515305,106.85643,107.49266,108.976746,109.91776,112.04602,113.91749,115.44327,117.38659,119.12269,120.882645,123.29774,124.38826,126.1086,128.57838,131.12402,134.81082,139.34756,141.73798,146.27197,155.56343,173.861
