HourDK,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2023-10-26 01:00:00,583.4119,633.4477,676.00085,0.0,712.61,728.868,745.3272,761.2733,771.2602,780.8023,787.1063,802.0378,811.18195,818.5177,826.5124,843.7224,857.4936,867.82574,894.96063,929.9421
2023-10-26 02:00:00,575.25305,624.39264,665.6393,0.0,701.9749,718.65875,734.87286,751.4282,761.54803,771.29065,777.23615,792.5983,802.3467,809.7298,818.35895,835.9768,850.8587,861.5321,889.89716,926.0457
2023-10-26 03:00:00,567.2005,618.26013,658.0288,0.0,694.4878,712.72327,728.5001,746.1656,756.73627,766.9689,773.2184,788.5196,798.72614,806.54285,815.84766,832.07916,846.3079,857.3561,883.74384,920.2751
2023-10-26 04:00:00,558.8994,613.52704,653.61273,0.0,691.1687,713.07434,728.1716,748.65125,759.65906,771.92834,779.44196,795.5177,806.852,817.04156,829.20374,845.5319,859.7584,872.3205,896.3341,933.1991
2023-10-26 05:00:00,566.9371,621.02924,660.35626,0.0,697.2474,719.97,734.41284,755.6741,766.6169,780.09595,788.8652,805.9947,818.135,830.53076,845.0238,863.1888,878.23206,892.02985,915.02985,951.33875
2023-10-26 06:00:00,593.94104,646.42065,682.6963,0.0,719.66205,741.82794,755.10944,774.73303,785.2101,797.8738,806.2987,822.7856,834.9097,847.87,863.0104,881.6049,897.4134,911.31976,932.27875,968.3069
2023-10-26 07:00:00,602.06586,658.4798,699.248,0.0,741.6162,768.4776,782.7765,805.6137,816.6223,831.54877,842.0069,860.50024,873.59875,888.30774,905.4746,924.61945,939.992,953.4673,970.76996,1003.61414
2023-10-26 08:00:00,593.2196,658.3794,707.09705,0.0,758.6224,791.2214,808.107,834.2504,846.5523,863.27435,875.91907,895.6474,908.94617,924.1301,941.37286,958.33014,971.12744,982.34784,992.68896,1019.09045
2023-10-26 09:00:00,591.2762,660.41986,711.42993,0.0,765.34326,797.5537,814.7198,839.4273,851.77356,867.2792,879.2105,897.56287,910.1373,924.3041,940.16583,955.25574,967.1976,977.4099,985.8382,1010.5049
2023-10-26 10:00:00,600.8897,660.24347,700.4303,0.0,744.1917,769.0611,782.99274,802.4476,813.59265,826.00867,834.8858,850.893,863.33545,877.0178,892.44165,908.7044,923.63763,935.8267,950.1114,980.244
2023-10-26 11:00:00,532.96387,585.68134,621.2698,0.0,662.2421,685.09174,699.513,718.3418,730.5267,743.4573,752.6484,769.6758,783.1984,799.4768,817.7894,840.99036,862.51135,880.9322,909.91675,954.71857
